index,name,line
112,Rick,"Well, have fun with that. But Morty and I have to meet a comet girl, a monorail man, two assholes and a full alligator in, like, an hour."
113,Rick,Shit.
114,Million Ants,I sense the presence of a greater evil.
115,Drunk Rick,"Check, check, One, two. Okay, is it recording? Good. Hello, Vindicators. Welcome to your reckoning, babyyyyyyyy!!"
116,Rick,"Welp, it's official. I had too much to drink last night."
117,Drunk Rick,"[adjusts camera] If you guys are watching this, you're, you know, the Vindicators. So now that we know..."
118,Vance,"[points his arm cannons at Rick] Rick? What's going on, buddy?"
119,Rick,"Obviously, I came here last night during a blackout."
120,Supernova,"Obviously? You came here and defeated our arch-nemesis while so drunk, you don't remember doing it? That's something obvious to you?"
121,Rick,"Look, I'm a lit--[burp] little more complex than you guys and, no offense, but I've always suspected that a lot of what you do in a year could be knocked out in a couple of hours."
122,Drunk Rick,"...So I thought, why not just do your job for you so we can have a little fun game. [points to the left]"
123,Morty,"Rick, is-is this a ""Saw"" thing? Are you seriously ""Saw""-ing the Vindicators?"
124,Rick,"Morty I'm a drunk, not a hack."
125,Drunk Rick,"If you break the rules, lose the game or try to leave, you will die. Like in [burp] ""Sawwww""."
126,Rick,"[embarrassed] Well, I-I-I think we've seen enough. I'll just figure out how to unplug this. [runs somewhere]"
127,Drunk Rick,"Okay, here we go, room number one. The Vindicators are known throughout the galaxy, but do they know yourselves? Do you know yourselves? Match your... your shit, your... your gimmicks with your faces and y-you get it, it's a matching thing. And do it in three minutes, or you'll [burp] all die."
128,Vance,Screw this. I'm not playing his game. I'm gonna find us a way out of here.
129,Rick,"Whoa, whoa, whoa. Hold on, Vance. He said you'd die if you tried to leave. That means there's booby traps."
130,Vance,Why are you acting like that's not you?!
131,Rick,"What part of ""blackout"" don't you understand? I thought you drank?"
132,Vance,"Like cool drinking! Like sexy drinking, not this psycho trailer-park shit!"
133,Morty,"Vance, stay calm..."
134,Vance,"Oh, so you're the leader now because we gave you a jacket?! You're the learning-disabled kid we do photo-ops with!"
135,Morty,"Okay, ouch, but..."
136,Vance,"[hyperventilating] Okay, this... this is triggering me. I need space. I-I need SPACE! FROM THIS!"
137,Alan,Give me one good reason why I shouldn't crush your windpipe!
138,Rick,Because my epidermis is laced with a nanofiber defense mesh.
139,Rick,"And because, like I said, I don't remember last night."
140,Alan,I told you not to invite this mummified motherfucker back!
141,Rick,"Alan, I'm not proud of what's happening here, but if you keep coming at me, there's gonna be another passenger on that ghost train."
142,Morty,Guys! [finishes placing the cards underneath the pictures] I've figured it out.
143,Drunk Rick,Congrats! You did it--[burp] it!
144,Morty,It was a bit. All of the descriptors apply to all of you. Drunk Rick's point is that none of you are very special or different. [despondent] That's always his point.
145,Supernova,"Let's just get through this as quickly as possible. Then, we'll deal with the two of you."
146,Morty,The two of us?! [to Rick] I hope you're proud of yourself!
147,Rick,"Uh, I kind of am. I saved the goddamn universe."
148,Morty,"That's not the issue, Rick!"
149,Rick,"Ahh, it would've been if I hadn't."
150,Drunk Rick,"The Vindicators say their job is... is to fight evil wherever it hides, but they don't... pick the location you'll... you'll never even hear them mention, because to fight darkness is to fight yourself."
151,Crocubot,"Oh, I know this! Dorian 5! [walks toward the hologram]"
152,Supernova,"Crocubot, don't!"
153,Crocubot,[swiping through the map] There's no other possible answer. My mechanical and reptilian logic are certain of it.
154,Rick,"Huh, I'm seeing more croc than bot here."
155,Supernova,Goddammit!
156,Morty,"Uh, what happened on Dorian 5?"
157,Supernova,Nothing!
158,Alan,Nothing?! We exterminated a planet!
159,Morty,"W-Wait, huh?"
160,Supernova,Doomnomitron was hiding here! He's a shapeshifter! Destroying Dorian 5 was the only way to kill him!
161,Drunk Rick,"Come on, guys, we're all thinking it. Don't... [cough] Don't make me say it."
162,Morty,"[with annoyed realization] Oh, o-okay. This again? [talks toward the hologram]"
163,Rick,"You know, [burp] I could have made a device to detect Doomnomitron from orbit like [snap] that."
164,Supernova,I'm not the one that didn't want you back. Alan was!
165,Alan,[threateningly] If you lay those deaths at my doorstep one more time...
166,Million Ants,[appears between them] Do not threaten her!
167,Drunk Rick,"Congrats, you did it!"
168,Supernova,What the hell is Is-ra-el?
169,Morty,I-It's just something Rick starts talking about whenever he's blackout drunk.
170,Rick,"W-What? In w--In w-w-what--In what way? Like, w-w-what's my point?"
171,Morty,"In a way that has no point! You just babble about defense budgets and the United Nations, and then you pass out!"
172,Rick,"So, to be clear, I sometimes reference the geopolitical complexities of the topic, which is not the same as going to an anti-Semitic place. "
173,Million Ants,I have no stake in this.
174,Rick,"I don't either. I-I'm just saying, if anything, the drunk version of me is probably so supportive of Israel, he wants what's best for it and..."
175,Million Ants,"Hey, man, I'm not touching this. You do you."
176,Drunk Rick,"Aloha... means hello and goodbye in Hawaii. But, uh, aloha means... has nothing to do with this room. [cough] I'm so fucking drunk. Ugh, okay, here's the deal. I-I want to rest my eyes for a little bit. I'm--I'm not going to sleep. I just... just need to rest my eye, so let's make this one simple. Just try to hit some three-pointers."
177,Drunk Rick,"let's say... you have to hit... five three-pointers in... five minutes or, I don't know, the whole place--the whole planet will get blown up with a n-neutrino bomb. And try to make it a-a lesson about yourselves like, like how... selfish you a-are, or something. Also, Hawaii."
178,Morty,"[sigh] You guys hit the baskets. I'll disarm the drunkenly-improvised neutrino bomb. There's a 40% chance it's a dud, but y-you should still stay back. [starts working on the bomb]"
179,Rick,"Morty, how many of these...?"
180,Morty,"[angrily] Too many, Rick! Too many!"
181,Rick,"Man, I am really getting high-roaded today. [walks to join Morty]"
182,Drunk Rick,That's a three-pointer!
183,Alan,Nice shot.
184,Million Ants,Thank you.
185,Alan,You two make quite a team. [tosses the ball to Million Ants]
186,Supernova,We all do.
187,Alan,"Yeah, I guess."
188,Drunk Rick,That's a three-pointer!
189,Alan,[sounding jealous] But you guys have always had a... an unspoken bond.
190,Alan,"I mean, really unspoken. Like, ""let's-not-tell-my-husband"" unspoken."
191,Supernova,"[annoyed] We aren't married anymore, Alan."
192,Alan,"[becoming aggressive] Sure, but were we married when you two were ""stranded"" on Delphi 6 for three days? Because I sensed something was weird when you can back. But what do I know about sensitivity? I'm just a phantom train conductor. You're the pile of ordinary bugs that fucked my wife!"
193,Drunk Rick,That's a three-pointer!
194,Rick,Where the fuck is the lead wire?!
195,Morty,"You always put it in the weirdest place! Um, uh, over here, maybe?"
196,Rick,"Jesus Christ, what a shitty neutrino bomb. It's a miracle I actually every destroy anything."
197,Morty,"Oh, I don't know. You managed to destroy just about everything today; the villains, the heroes, the lines between them, my childhood..."
198,Rick,"Thank you. I appreciate it, Morty. I know you were sucking the Kool-Aid out of the Vindicators' dicks, so the fact that I was right about them must be pretty hard to admit."
199,Morty,"Yeah, it is. You know why, Rick? Because when you're an asshole, it doesn't matter how right you are, nobody wants to give you the satisfaction."
200,Rick,"I know. Everyone wants people they like to be right. That's why popular people are fucking dumb. And why your pretentious, poorly-written, high-budget friends back there can eat a double-decker shit sandwich. [the bomb powers down] Disarmed."
201,Morty,[with realization] Holy shit. You're jealous.
202,Supernova,YES! Is that what you want to hear?!
203,Alan,"Did it feel good?! Did you like his six million wriggling legs more than my tragedy-stricken, half-ghost, half-tumescent penis?!"
204,Drunk Rick,That's a three-pointer!
205,Morty,"Guys, stop! You're just proving my asshole grandpa right!"
206,Supernova,[growing sad] You wish this was about sex! We loved each other! We had a child together.
207,Alan,WHAT?!
208,Supernova,"[crying] I conceived a child with Million Ants and it died inside me because it as HALF A MILLION ANTS AND HALF COLLAPSING STAR! And yes, he was better than you!"
209,Alan,Yeah?
210,Million Ants,[morphs into a larger attack form] One million times better!
211,Alan,"ALL ABOOOOOOARD, MOTHERFUCKER!!!"
212,Supernova,STOP! [echoes]
213,Rick,Oof! Didn't see that comin'.
214,Supernova,Is that sarcasm?! [conjures handcuffs onto Rick and Morty] I don't want you slipping away then this is over! All of these deaths are on your hands!
215,Rick,"Oh, come on, maybe a couple of them, but definitely not the train guy."
216,Supernova,All of them.
217,Rick,O-kayyy...
218,Drunk Rick,"Congrats, you did it!"
219,Drunk Rick,"All right, by now, I've been pretty clear that I think the Vindicators are [cough] full of shit. But... you do have one thing I'll never have. And that thing is the only part of the Vindicators with any value to me. If you know what it is, place it on the platform.  Guess wrong and the pla... planet will explode. And probably the solar system, 'cause I kind of fucking eyeballed the neutrino bombs on this one. "
220,Supernova,"So what's the trick? Morty, you're the Drunk Rick expert."
221,Morty,"I think... no matter what we put on there, we die. He said it's the part of the Vindicators he values. That means nothing. He wants our last moment alive to be spent knowing how few fucks he gave."
222,Supernova,"Jesus! Okay, open to second opinions!"
223,Rick,I could--It could be Morty. 
224,Morty,What?
225,Rick,"Hey, I don't know. I mean, look, when I get drunk, I get stupid and emotional and there's no logic to it. It's, like, possible I got so drunk, I felt like I was losing Morty to the Vindicators, and maybe this is my way of saying ""Okay, you can have him, but only if you know how important he is, otherwise I'll kill you."""
226,Million Ants,That is a... really specific guess.
227,Rick,"Look, I... there's nothing in the room but us. I'm just using logic to connect some dots. It's the best guess I've got."
228,Supernova,But you're betting our lives on it.
229,Morty,"[smiling smugly, starting walking toward the platform] I'll cover that bet. I get it."
230,Rick,"Well, Morty, I think you're making that smirky face because you're misinterpreting the moment. I am not being coy about some hidden love for you. I want to be really clear that, if anyone has a better guess, like, if I gave you an amulet last night, or..."
231,Rick,"Oh, shit."
232,Drunk Rick,"Sorry, I'm... not good at goodbyes. It looks like I'm never gonna see you again. I can't really roll with the hero types, and I don't... th-they don't want me around. But I want... you to know, even if I didn't show it at the time, II really appreciated you sticking by me."
233,Drunk Rick,"[getting emotional] Goddammit, why am I crying? It makes no sense."
234,Morty,[he is touched and wipes tears from his eyes]
235,Drunk Rick,"Ugh, y-you're probably confused because we barely know each other..."
236,Morty,[his expression becomes puzzled]
237,Drunk Rick,"...but you really stuck your neck out [burp] when you gave me props for my awesome jokes in the briefing room. Everybody else had their heads so far up their ass. Even my own grandson is like, ""Oh, the Vindicators are so cool."" I mean, he's a moron, it's their... demographic. But you're different, Noob-Noob."
238,Morty,[getting angry] ...Motherfucker!
239,Drunk Rick,"[crying] You're fucking cool! And you're smart! And I bet we coulda hung out and shit! And I hope you get to be a full-fledged Vindicator! A-And d-do me a favor. Do-Don't let him know I... I got emotional. But you can tell him one thing. Tell him I said... Oh, fuck. Okay, I just shit myself. Okay, later."
240,Rick,"W--Dude, Morty, what happened i...?"
241,Morty,Shut up.
242,Million Ants,I sense this means we are not dying.
243,Supernova,Not all of us.
244,Million Ants,Sweetheart?
245,Supernova,"Just let Titty-Bean do this, Snuzzles. It's for the greater good."
246,Morty,[gagging] Greater good?!
247,Rick,[also gagging] Titty-Bean?
248,Supernova,"It's like you said, Morty"
249,Morty,Never said that!
250,Supernova,It's the galaxy's faith in the Vindicators that keeps the galaxy secure!
251,Rick,"[sarcastic] Yeah, I feel safer already."
252,Morty,No doubt. Who do we make the check out to?
253,Rick,"I'll say, we are gettin' some good licks in while choking to death."
254,Morty,Right?
255,Million Ants,"Titty-Bean, listen to me. When you came to me, I was merely a sentient colony of ants. It was your beliefs, your pursuit of justice, that taught me to be a man."
256,Supernova,When did it get so complicated?
257,Million Ants,Who knows? But we can make it simple again.
258,Supernova,You were always the romantic. [sinister] Which is why you can't leave either.
259,Supernova,"Goodbye, my love."
260,Rick,Damn! She double-crossed Snuzzles!
261,Supernova,Silence! I'm going to enjoy this...
262,Announcer,"Let's give a huge thanks to Rick Sanchez for killing Worldender, putting this awesome party together, and for booking one of the hottest talents out there"
263,Logic,"[offscreen] Aww, yeah! [starts rapping]"
264,Rick,"Look at that. Geez, I must've planned a whole party. Invited a bunch of people. Not bad, Drunk Rick, not bad."
265,Logic,Are you ready?
266,Morty,"Rick, Supernova's getting away!"
267,Rick,"Ah, who cares?"
268,Morty,But.. she was trying to kill us!
269,Rick,"Morty, twenty people try to kill me every week. I end up getting high with half of 'em. I mean, check it out, Gear Head's here."
270,Gear Head,"Hmm. Well, that's gonna shoot through me."
271,Beth,"[walks out from the crowd] Morty, you're wearing a Vindicator jacket. Are you a little superhero now?"
272,Morty,"Everyone in the universe is a hero, Mom. Which is why we don't need jackets. [takes his jacket off] And I'm pretty sure we don't need Vindicators."
273,Gear Head,"[takes the jacket] Don't mind if I do. [walks offscreen] Hey, everybody! Look who's a Vindicator!"
274,Summer,"[walks out from the crowd, carrying her phone] Man, Grandpa Rick must have gotten shitfaced."
275,Rick,"Shut up, Summer."
276,Logic,Can't forget about the one who never seems to get a chance
277,Crowd,Noob-Noob!
278,Logic,All the bitches come around for...
279,Crowd,Noob-Noob!
280,Logic,His dick gets more visits than...
281,Crowd,YouTube!
282,Rick,Who the fuck is Noob-Noob?
283,Gear Girl #1,I can't believe we're getting gear cream with a Vindicator.
284,Gear Head,"So, you girls in Gear college or Gear..."
285,Gear Citizen,Alien terror attack!
286,Gear Head,"[starts to slowly back into an alley] Okay, sounds like a job for... me. I better go get into my alter ego."
287,Gear Girl #1,[gasp] So cool!
288,Gear Girl #2,I know.
289,Gear Girl #1,"Wait, what alter ego? He was already wearing the jacket."
290,Gear Head,Gotta know when to hold 'em and...
