index,name,line
161,Commander in Chief Rick/Rick,He's a spy. Blow him up. I'm gonna go take a shit.
162,Riq IV,"Operating an unregistered portal gun, radicalizing a Summer, conspiring with a traitorous Rick. How do you plead?"
163,Morty,How is this a fair trial? O-Our lawyer is a Morty.
164,Riq IV,"It's not fair, you have no rights, and he's not a lawyer. We just keep him here because he's fun. Look at him go."
165,"""Lawyer"" Morty","[ Laughs ] Ha ha, yeah!"
166,Riq IV,"We'll be lenient if you renounce your Rick. What say you, Summer?"
167,Summer,"I say fuck you! My grandpa was my hero. You killed him because you were jealous of him. That's pretty obvious from the haircuts. So do what you want to me, but let my brother go. He already renounced Rick."
168,Riq IV,Morty?
169,"""Lawyer"" Morty",[ Whispers indistinctly ]
170,Morty,"What? N-No, I don't want to see your Pog collection. I don't renounce Rick, and I never have. I was just trying to protect my sister. I wanted you to have a normal life. That's something you can't have when Rick shows up. Everything real turns fake. Everything right is wrong. All you know is that you know nothing and he knows everything. And, well -- well, he's not a villain, Summer, but he shouldn't be your hero. He's more like a demon or a super fucked up god."
171,Riq IV,"Let's not suck the ghost of his dick too hard. He was a terrorist, and now he's dead."
172,Morty,"Oh, yeah? If you think my Rick's dead, he's alive. And if you think you're safe, he's coming for you! "
173,Council of Ricks,[ All grumbling ] 
174,Teleportation Worker Rick,"Hey, whoa, whoa! What are you doing in here? This area's for teleporting the entire Citadel to somewhere else using only buttons and dials."
175,Commander in Chief Rick/Rick,"Yeah, well, it's a bad idea to have it designed that way then, isn't it?"
176,Teleporter Worker Rick,What the fuck? We just teleported into a galactic federal prison.
177,Commander in Chief Rick/Rick,I'm gonna go take a shit.
178,"""Lawyer"" Morty","Order in the court! Whoa! What the hell?! Oh, my God! "
179,Kidnapped Morty,[ Screaming ]
180,Random Rick,"Wait, wait, wait, wait! No, no, no!"
181,Hammerhead Morty,Whoa! [ Screaming ] Whoa!
182,Quantum Rick/Rick,"The Citadel's been teleported to [burps] Federation space. It's doomed. This has to be C-137, you guys. What are we gonna do?! You know he's coming for us."
183,Riq IV,"All right, calm down! We have his Summer as a hostage. Obviously, I get her. You guys play Rick, Laser, Scissors for the Morty."
184,Zeta Alpha Rick,W-W-What the hell is that?
185,Quantum Rick/Rick,Payback.
186,Council of Rick,[ Screaming ]
187,Summer,Grandpa Rick!
188,Rick,Duh!
189,Summer,You're alive!
190,Morty,Rick!
191,Rick,"Morty, take this. You're gonna need it later."
192,Ricktiminus Sancheziminius,"Hold on, hold on. Whoa!"
193,Riq IV,"That's enough, Rick."
194,Rick,What -- What's this supposed to accomplish? We have infinite grandkids. You're trying to use Disney bucks at a Caesar's Palace here.
195,Summer,"That's a bluff. He's bluffing, sir. He loves me."
196,Riq IV,"You're a rogue Rick -- irrational, passionate. You love your grandkids. You came to rescue them."
197,Rick,"I came to kill you, bro. That's not even my original Summer."
198,Summer,"Oh, my God. He's not bluffing. He's not bluffing!"
199,Morty,R-Rick?
200,Riq IV,Why not shoot through her?
201,Rick,"20 yards, nine-gauge plasma pistol, My first shot would liquify her insides and injure you, second shot adds recoil. The risk to me is minimized if I wait for you to shoot her, which I'm encouraging you to do."
202,Summer,What the fuck?
203,Rick,"Or let her go, which I will reward with a quicker death."
204,Riq IV,Because you love her!
205,Rick,"Because it's incentive for you to give me my cleanest shot, which will be your least painful death. But if you want to die slower than that, I'm super into it. All you got to do to get that started is kill the girl."
206,Summer,I hate you!
207,Rick,"Not an issue, sweetie."
208,Morty,"That's enough! Drop the gun, Rick!"
209,Rick,"Morty, I know you're too stupid to get this, but you're really fuckin' this up right now."
210,Morty,I'm not letting you let my sister die! Drop the gun!
211,Rick,"I wasn't gonna let her die, you fuckin' moron!"
212,Riq IV,Ha!
213,Summer,Aww.
214,Rick,The point is he thought I was going to.
215,Riq IV,"I totally did, by the way. You're a fucking moron, Morty."
216,Summer,"Morty, you fucking idiot!"
217,Rick,"You're a serious fuckin' idiot, Morty! You basically killed us all! You're the worst! You're as dumb as a bag of sand."
218,Morty,"Who's stupid now, bitch?!"
219,Summer,"Morty, we just got him back!"
220,Riq IV,"[ Laughs ] That was amazing, Morty. Oh, my God. Wow. Okay, let's wrap this-"
221,Rick,"Good job, Morty. Let's go, kids."
222,Summer,What?! What happened?
223,Rick,Oldest Rick trick in the book.
224,Summer,"""Fake gun, shoot me in standoff."" Brilliant."
225,Morty,"Ha, yeah. G-Good thing I saw that note."
226,Summer,Can't we just portal home? 
227,Rick,Not until I finish what I started. And that is how you get level-nine access without a password.
228,Gromflomite Guard,Freeze!
229,Rick,"Employee of the month, ladies and gentlemen."
230,Morty,"So, what are you doing with level-nine access anyways?"
231,Rick,Destroying the [burps] galactic government.
232,Morty and Summer,"Awesome! Whoa, cool!"
233,Summer,Are you going to set all their nukes to target each other?
234,Morty,"Ooh, or -- or reprogram their military portals to disintegrate their entire space fleet?"
235,Rick,"Good pitches, kids. I'm almost proud. But watch closely as Grandpa topples an empire by changing a one to a zero."
236,Federation worker 1,"Mr. President, the Blemflarck's value just dropped to nothing."
237,Galactic Federation President,What do you mean?
238,Federation worker 1,"I mean, our single centralized galactic currency just went from being worth one of itself to zero of itself."
239,Galactic Federation president,"Calm down, people. Deploy the galactic militia and declare martial law."
240,Federation commander,"Yes, sir. Uh, what should I pay them with?"
241,Federation worker 2,Their payment is the honor they'll feel to serve their -- Wait. Who's paying me to yell at this guy?
242,Federation worker 3,I can answer that -- for money.
243,Federation worker 1,I never thought I'd live to see this day.
244,Galactic Federation President,"Gentlemen, gentlemen, gentlemen! There's a solution here you're not seeing."
245,Federation worker 3,Give me your jacket!
246,Federation worker 1,Give me those pants!
247,Female Office Employee,There's no rich people or poor people! I want more jackets!
248,Gromflomite Office Employee,He who controls the pants controls the galaxy!
249,Jerry,[ Whimpering ] [ Gasps ] [ Whimpering ] 
250,Mr. Goldenfold,No longer will the insects have domain over surface world! 
251,Jerry,[ Whimpering ]
252,Beth,"Jerry, what the hell is happening?!"
253,Jerry,The galactic government collapsed.
254,Beth,Are you okay?
255,Jerry,"Look, I-I'm not proud to share this, but the truth is, I just kept crawling, and it kept working. [ Gasps ] Oh, I'm glad you're okay. Are we ever going to stop paying for indulging your father? Our children, our planet, our jobs? Is there anything left to lose?"
256,Beth,"Just each other, and I'll never let you go. And I'm so sorry I ever did this to us."
257,Rick,Guess who dismantled the government?
258,Beth,Please don't leave me again.
259,Rick,"I never will, baby."
260,Summer,I was right. He turned himself in on purpose. It was all part of his plan!
261,Rick,"Jerry, is there any light beer left? It's insane what you miss in prison."
262,Jerry,"Um..okay. No. No, no, no. Foot down time."
263,Rick,"No, you're right. Where's the vodka?"
264,Jerry,"Beth, it's him or me!"
265,Rick,"Seems like you guys need some privacy. I'll, uh -- I'll be in the garage."
266,Rick,"What the fuck? Not cool, Jerry! A man's garage is his castle."
267,Beth,Jerry's going to spend some time divorced.
268,Rick,"Oh, I-I'm sorry to hear that, sweetie. I hope I had nothing to do with that."
269,Beth,"Oh, God, Dad, that is not your burden to bear. I feel terrible that I misjudged you. This is gonna be good for Jerry."
270,Rick,For everybody.
271,Beth,For everybody.
272,Beth,I better tend to Jerry before he changes his mind and doesn't move out. I will leave you two to your adventures.
273,Summer,"Oh, my God. Nancy says they're drawing and quartering aliens in the school courtyard, and it technically counts as patriotism."
274,Morty,"Geez! Are my parents seriously gonna get divorced? All right, Rick, I'm gonna go to my --"
275,Rick,"Not so fast, Morty. You heard your mom. We've got adventures to go on, Morty -- just you and me -- and sometimes your sister and sometimes your mom, but never your dad. You want to know why, Morty? Because he crossed me."
276,Morty,"Okay, take it easy, Rick. T-T-That's dark."
277,Rick,"Oh, it gets darker, Morty. Welcome to the darkest year of our adventures. First thing that's different -- no more Dad, Morty."
278,Morty,"Oh, geez."
279,Rick,"He threatened to turn me in to the government, so I made him and the government go away."
280,Morty,"Oh, fuck."
281,Rick,I've rep[burps]laced them both as the de facto patriarch of your family and your universe. Your mom wouldn't have accepted me if I came home - 
282,Rick,"- without you and your sister, so now you know the real reason I rescued you. Oh! I just took over the family, Morty, and if you tell your mom -"
283,Morty,"Oh, man."
284,Rick,"- or sister I said any of this, I'll deny it -"
285,Morty,You're gonna deny it.
286,Rick,"- and they'll take my side because I'm a hero, Morty. And now you're gonna have to go -"
287,Morty,Oh.
288,Rick,"- and do whatever I say, Morty, forever! And I'll -- I'll go out and I'll find some more of that ""Mulan"" Szechuan teriyaki dipping sauce, Morty. -"
289,Morty,What are you talking about?
290,Rick,"- Because that's -- that's what this is all about, Morty."
291,Morty,Szechuan?
292,Rick,"That's my one-armed man! I'm not driven by avenging my dead family, Morty! That was fake. I-I-I'm driven by finding that McNugget sauce."
293,Morty,McNuggets?
294,Rick,"I want that ""Mulan"" McNugget sauce, Morty! That's my series arc, Morty."
295,Morty,What the hell?
296,Rick,"If it takes nine seasons, I want my McNugget dipping sauce, Szechuan sauce, Morty."
297,Morty,"What are you talking about, Rick?"
298,Rick,"That's what's gonna take us all the way to the end, Morty."
299,Morty,What are you talking about?!
300,Rick,"Season -- Nine more seasons, Morty. Nine more seasons until I get that dipping Szechuan sauce."
301,Morty,What is that?!
302,Rick,"For 97 more years, Morty!"
303,Morty,What are you talking about?!
304,Rick,"I want that McNugget sauce, Morty!"
305,Tammy,Is it ready?
306,Gromflomite worker,Yes. We can bring it online now.
307,Tammy,Do it.
308,Birdperson,I am Phoenixperson.
309,Tammy,Phoenix Person? Is that what we settled on? I thought we all agreed on Cyberbird.
310,Gromflomite worker,You said you didn't care what he was called as long as we brought him back.
311,Tammy,"Yeah, but Phoenixperson? Fine, fuck it. Who cares? [ Grunts ]"
312,Phoenixperson,Ka-kaw!
