index,name,line
40,Alien 1,"Have respect Yarp, the earth man's world is tiny and undeveloped. He knows nothing of the genocides of Klorgon or the tragic events of 6-5.3-4-3-2.2-3-14"
41,Old Alien,"And even if he did, he wouldn't comprehend them. I've dwelt among the humans. Their entire culture is built around their penises. It's funny to say they are small, it's funny to say they are big. I've been at parties, where humans have held bottles, pencils, thermoses in front of themselves and called out ""hey look at me! I'm Mr. so and so dick."" ""I've got such and such for a penis."" I never saw it fail to get a laugh."
42,Jerry,"Alright! That's enough. You guys are talking about my species! We understand genocide, we do it sometimes!"
43,Alien 1,Then you would give your penis so that Shrimply Pibbles may live?
44,Alien 2,Stop asking!
45,Jerry,"Yes I will! That's right, assholes, take my penis, TAKE IT ALL! And tell Shrimply Pimples that when the galaxy came calling, Jerry Smith from Earth didn't flinch!"
46,Rick,"Hey, what's wrong Morty? Oh, you're worried about your dad, huh?"
47,Morty,"Huh? Uh, no no no, I'm-I'm just looking at that lady getting coffee. What's up with her face? Is she a human or is she like Worf. You know Worf, from Star Trek, how he has the shit all over his face but he's just a human in a costume, you know?"
48,Rick,Morty let's-let's see what else is on.
49,Morty,Okay.
50,TV Host,"And now we're back to ""How Did I Get Here?"" The only show that makes you ask ""How Did I Get Here?"" (Weird laughing from him) Here's our first person!"
51,Worf Lady,"Oh, oh my goodness! How did I get here? HELLO!?! How did I get here!?! Somebody help me, please!"
52,TV Host,"Ha ha ha ha, right!"
53,Morty,Whoa! Look! It's that lady with all that shit on her face like Worf from Star Trek! Tha-That was getting coffee! How did she get there!
54,Rick,"Oh, man Morty. How DID she get there?"
55,TV Host,How DID she get there? He he (winks at the camera)
56,Beth,Is that something we should be concerned about?
57,Rick,Just stay away from the coffee machine.
58,TV,"Calling all Jan-Michael Vincent's, calling all Jan-Michael Vincent's!"
59,Announcer,"In a world, where there's eight Jan-Michael Vincents."
60,Intercom (TV),We need one Jan-Michael Vincent to quadrant C. Two Jan-Michael Vincents to quadrant E.
61,Announcer,And sixteen quadrants. There's only enough time for a Jan-Michael Vincent to make it to a quadrant. He can't be in two quadrants at once.
62,Morty,"Rick, who-who is Jan-Michael Vincent?"
63,Rick,"Oh man, I'm trying to remember Morty."
64,Announcer,Jan-Michael Vincents are used up.
65,(On TV) Radio Control Guy,I need a goddamn Jan-Michael Vincent!
66,Morty,Is it important that we know who Jan-Michael Vincent is in order to get this?
67,Rick,Nope.
68,Alien-Robo Judge,I refuse to sign the legislation that allows more than eight Jan-Michael Vincents to a precinct.
69,Announcer,"This JANuary, It's time to MIKE down your Vincent's. Jan Quadrant Vincent 16."
70,Rick and Morty,Whoa!
71,Rick,That's Jan-Michaels.
72,Morty,"Excuse me, nurse, can you take my temperature? Because I think I have Jan Quadrant Vincent fever over here."
73,Rick,"All right, Morty you've done it!"
74,Alien Doctor,"So, we'll be detaching your sexual organ at the base by making incisions here,here, and here. (The Alien Doctor draws on Jerry with a red marker)"
75,Jerry,Got it.
76,Alien Doctor,Leaving a partial length of severed urethra to be threaded through-
77,Jerry,"(Laughs nervously) Oh, you know what, I gotta laugh at myself here! I'm having a little laugh at myself because I just realized I haven't run this whole decision past my wife."
78,Alien Doctor,"Oh, do you think she'll be okay with this?"
79,Jerry,"Oh, absolutely. Beth is automatically on board, always, with every decision I make."
80,Stealy,"Hey, I'm Stealy. Follow me on my adventure through this office. Alright, here we go. We're gonna just steal a couple of things. (He walks into another room and just starts taking things)"
81,Business Man,Excuse me. Can I help you?
82,Stealy,Starting with common office objects.
83,Business Man,"Hey, hey, hey! That's my stuff!"
84,Stealy,Such as staplers and pins and all sorts of things like-such as that.
85,Business Man,That's it. I'm calling security.
86,Stealy,"All right, okay, we're in the quiet safe room where none of the people whose stuff I stole can get to us. Now, let's look at all the stuff we got. We got a bag of Bobbish. That's eight brapples. We got a plumbus. That's six and a half brapples. We got, uh, a-crushed party cups. Fifteen and a half brapples."
87,Comedian,"Welcome back to ""funny songs"". It's all improvised. It's very funny. I need a volunteer from the audience."
88,A man in the audience,"Um, longtime fan of the show. Uh-"
89,Comedian,What do you do? What is your profession?
90,A man in the audience,I am a tax attorney.
91,Comedian,"Okay, here we go. Hit-hit the music. (Bad singing)"
92,A man in the audience,"Oh man. Oh, that was so-so funny. Thank you."
93,Comedian,"You're welcome. Hey, um, security guards, take him out. Get him out of here."
94,A man in the audience,What?
95,Comedian,Get the orthodontist out of here.
96,A man in the audience,No! Why?!?
97,Comedian,"Take him out of the audience. Kill him. Sick him. (A dog runs in and attacks) Demons, suck his life out. I don't give a shit."
98,Alien Doctor,Smith family?
99,Beth,Yes?
100,All,"Yeah, whoo, awesome, called it, that's good news!"
101,Alien Doctor,"But, ah, Mrs. Smith, could you come with me?"
102,Jerry,"Hi, honey, so, here's the thing-these guys-they want to completely remove my penis and use it as an alien's heart, and we just need you to sign off on it."
103,Beth,WHAT!?!
104,Jerry,"Uh-oh, maybe we have a problem here after all guys. Yikes."
105,Alien Doctor,"His penis will be replaced with a sophisticated prosthetic, now there's a wide range of options to chose from, they're all in this catalog."
106,Beth,"I don't care about prosthetics, this is insane! What do you people think you're doing?"
107,Alien Doctor,"I understand your feelings, Mrs. Smith."
108,Beth,"Oh, I don't think you do. I bring my husband in for emergency medical treatment, he's gone an hour, and now you want his PENIS, and you hand me some... catalog. It's--It's--It's--It's, I mean."
109,Jerry,"Sheesh, well, there you go. Sorry. I know it's hard to understand, but on Earth, love comes first."
110,Alien Doctor,"There are those that believe, Mr. Smith, that Shrimply Pibbles represents love between all life. His fate will determine the fate of hundreds of billions of sentient life forms."
111,Beth,"Woah! Woah. So, billions of life forms?"
112,Alien Doctor,Hundreds of billions.
113,Beth,"I mean, Jerry, y-you didn't explain the full gravity of the situation."
114,Jerry,"Uh, well, Beth, I don't think your decision should be based on politics. Who could argue with a wife's decision to keep her LOVER INTACT."
115,Beth,"Well I don't think that's fair at all, Jerry. At all. In fact, I think this whole paradigm has sexist overtones."
116,Jerry,"Beth, can we talk about this privately?"
117,Beth,"You know, I think, the bottom line is, Jerry, if you want to keep your penis, you should say, out loud, ""I prefer to keep my penis."""
118,Jerry,(louder)
119,Beth,"Well, Jerry, what kind of wife would I be if I did anything to stand in your way?"
120,Restaurant chef,"Hey, listen, is your mouth tiny and small? Then why don't you come down to 'Little Bits?'"
121,Background whisper,LIttle Bits!
122,Resturant chef (improvised),Where the food is tiny...it looks like regular food. But really tiny. You put it in your mouth and eat it. Nothing gets stuck in your lips. It's just tiny and tiny and fits (laughter) fits right in!
123,Background whisper,Little Bits!
124,Restaurant chef,"(improvised) We got....tiny uh-lasagna. tiny pizza, tiny pie. Mmh! Little tiny...fried eggs! (surprised) Oh, shit! We got tiny people!"
125,Background whisper,Little Bits!
126,Background whisper,Little Bits!
127,Restaurant chef,"Eat some fucking shit, you fucking stupid bitch! (laughter) Just kidding."
128,Alien doctor,"You got some time to kill befpre the procedure, so I assume you'd like to uh....use your penis one last time. Here's my computer. It's got the alien internet on it. (He clicks and a window opens where tentacles tickle an alien hole of some sorts) There's some...porn. And there's an alien towel- I actually got that on another planet, so it is an alien towel to me! Good luck!"
129,Jerry (disspirited),"Thanks. (he watches the doctor leave with a hopeless expression, looks at the towel and sighs. He sits down, clicks the alien porn away and finds secluded information about Shrimply Pibbles.) What is this? (he takes a closer look) Hmm..Hey! Wait a minute!"
130,Alien doctor (from outside),"Oh, um...Mr. Smith!"
131,Jerry (lying hastily while pulling down his pants),"Yeah, just masturbating!"
132,Alien doctor (enters),"I forgot to mention, there are extensive medical records open on my desktop, but &gt;I trust you to confine your activities to the purely pornographic."
133,Jerry (overly serious),Absolutely!
134,Jerry (raises his eyebrow and can't believe his luck),My God! (laughs) Mr. Pibbles. (leans back and folds his arms behind his head) You just wrote my penis a one-way ticket to staying on my body town.
135,Announcer,"It's the Opposite news, with Michael Thompson!"
136,Michael Thompson,"Hey, everybody, it's me, Michael Thompson! Today, the pope...didn't..get killed! (His body gets a tug to the right and he looks irritated.) He's perfectly fine...and he's on vacation on Aruba.Uh. In other opposite news information-"
137,Morty (confused and a little concerned),"Hey, Rick ..what's the deal with this guy? Why is his body, like..sloping off to the right side of the screen like that?"
138,Rick (indifferent),"I dunno. Let's see what else is on, huh?"
139,Pichael Thompson,"Hey, welcome to 'cooking things'! I'm Pichael Thompson!"
140,Morty,"Hey, look, rick! This guy's body is, like, sloping down and leaning off to screen left!"
141,Rick,"Oh my God, and his name's Pichael!"
142,Pichael Thomson,"I'm cooking a little bit of this, I'm gonna cook a little bit of that.. (He gets irritated as he tugged and pulls Michael Thompson over to his side, their bodies are connected) Oh, hey! Stop tugging, Michael!"
143,Morty (gets it),"Oh my God, Siamese twins! They're siamese twins!"
144,Michael Thompson,You wuit tugging! I'm in the middle of my news!
145,Pichael Thompson,"Oh, oh, it's always about you, isn't it. Can you believe this guy, ladies and gentlemen? He'S got his own news show, he' got a normal name.."
146,Morty,"Hey, flip back to the news!"
147,Rick,"Oh, yeah, yeah,yeah!"
148,Pichael Thomson,"You can tell our parents started with naming him.It's like, oh, Michael. They had that one planned before they even got pregnant, I bet."
149,Summer,"I don't wanna be that girl, but maybe there would be less conflict if they didn't shoot there shows at the same time?"
150,Rick,"Uh, Summer, you have no idea how much money that must save productions."
151,Pichael Thompson,"And then they found out I was attached to him along for the ride and they said, 'Ah well, shit. Ah, just fuck it, call him Pichael!"
152,Michael Thompson,"Fuck you, Pichael! You're a fucking piece of shit!"
153,Alien  1,Good afternoon!I know all of you are wondering about the condition of our dear beloved Pibbles. 
154,Beth (quietly to Jerry),Which would you prefer between the XP20 and the XP20XS?
155,Jerry (angrily),I prefer my own penis! And so should you! (they stare at each other madly before getting interrupted by Alien 1):
156,Alien 1,"The brave earth man whose sacrifice is going to allow Shrimply Pibbles to live.Mr. Jerry Smith (cheering, Jerry walks over to the microphone)"
157,Jerry,"Hello, everyone! Let's hear it again for Shrimply Pibbles, huh. (more cheering, cut to the audience) He's a good guy, isn't he? (cut back to Jerry, he looks like he's got a plan) I've just been learning about his accomplishments, from his march on Flirk Blirk Square, to his ongoing battle with heroin dependancy, he's the best. (looks arrogant, but is startled as more cheering comes his way) Um...yeah..well...it occurs to me that his heroin addiction may not have been a matter of public record!"
158,Male reporter alien 1,You realize heroin makes up to ten percent of the atmosphere on Shrimply Pibbles' home planet?
159,Female reporter alien,"His planet got destroyed by Clorgon death squads, he can't live outside of it without breathing heroin."
160,Jerry (insecure),Right! I know that! I just think...(breathes deeply to search for an answer)
161,Male reporter alien 2,This guy's trying to get out of giving away his penis! (crowd starts to boo and jeer)
