index,name,line
72,BothAll Ricks,Our time is fractured. You two somehow created a feedback loop of uncertainty that's split our reality into two equally possible impossibilities. W-we're exactly like a man capable of sustaining a platonic friendship with an attractive female co-worker. We're entirely hypothetical.
73,BothAll Mortys,But I thought there were infinite timelines.
74,BothAll Ricks,"We're not on any timeline, dummy. Look."
75,BothAll Mortys,"Oh, my God!"
76,BothAll Summers,Are those cats?
77,Both Ricks,"I assume they're Schrödinger's cats. A-actually, I assume they both are and aren't, just like us. "
78,Summer 1 &amp; Morty 2,Is the world gone? Where are Mom and Dad?
79,Both Ricks,“Mom and Dad?” Get your head out of your family's ass. The three of us are lost in a timeless oblivion. Your parents get to exist. They're probably living it up in some pointless grounded story about their shitty marriage.
80,Jerry,Cold Stone Creamery is the best. What should we do with our remaining twenty dollars?
81,Beth,You realize they sing no matter how much you tip.
82,Beth,Holy shit! What happened? 
83,Jerry,I hit a deer! W-we have to tell the cops you were driving.
84,Beth,W-what?
85,Jerry,This is Rum Raisin!
86,Beth,It's still alive.
87,Jerry,"Well, do we- do I uh, get a big rock? Or--"
88,Beth,"It's not an armadillo, asshole!"
89,Jerry,"I thought that's what a man's supposed to say, it's not like I could have actually done it."
90,Beth,"If we were near a hospital, I could treat it, but I-I think we have to just-"
91,Jerry,"It's okay, this is just something that happens. And even if we were in a hospital, what could we do, you're a horse surgeon, not a deer surgeon."
92,Beth,So...
93,Jerry,Well don't different animals-
94,Beth,Require different levels of skill to keep alive?
95,Jerry,Oh God...
96,Beth,"Get the deer in the car, Jerry."
97,Jerry,Yes Beth.
98,Both Ricks,"This is why you don't freeze time, you guys. It's incredibly irresponsible."
99,Morty 1,And you did it so you could clean the house after a party.
100,Morty 2,And you did it so you could clean the house after a party?
101,Both Ricks,"Look, there's no time to hold me accountable, Morty. Like literally no time. Look around. Uncertainty is inherently unsustainable. Eventually everything either is or isn't. And we've got about four hours to be “is”."
102,Morty 1,Or...
103,Morty 2,Or?
104,Both Ricks,We “isn't”.
105,Both Ricks,"Alright, since this time crystal exists in both possibilities, and since it's impossible that I didn't nail this, I'm probably about to press this button in both possibilities at exactly the same time."
106,Morty 1 &amp; Summer 2,How do you know you're gonna-
107,Both Ricks,"Whatever you're asking, the answer is I'm amazing. And away we go!"
108,Both Ricks,"Huh, what do you know, it's working."
109,Summer 1,"Ow, ow ouch!"
110,Morty 2,"Whoa, ow, ow."
111,Both Ricks,Oh shit.
112,All Ricks,What the hell is wrong with you two!? I—I m—I m—I mean you four!?
113,All Mortys and Summer 2,That hurt! That was painful...
114,All Ricks,"Good I'm glad it was painful. You do deserve it! I saw you, you're both *belch* all over the damn place. We've been split for twenty minutes and your lives are already scattered to the quantum fucking wind? What the hell do either of you have to be so uncertain about? Your brand of zit cream? Which chair to sit in while I do everything? Come on, spit it out!"
115,All Mortys,"Well you don't exactly make it easy, Rick!"
116,Morty 1,You make fun of me all the time and now Summer's doing it too!
117,Morty 2,You're always picking on me and now you got someone to kiss your ass!
118,Summer 1,Me? What about you? Would you get more excited to see me fail? You want Grampa all to yourself!
119,Summer 2,"Me? You're just as mean to me because you're jealous, because you want Grampa all to yourself!"
120,All Ricks,"Alright, cool it, I see what's happening here. You're both young, you're both unsure about your place in the universe, you both wanna be “Grampa's favorite.” I can fix this. Morty sit here, Summer, you sit here. Now listen, I know the two of you are very different from each other in a lot of ways, but you have to understand that as far as Grampa's concerned, you're both pieces of shit. Yeah, I can prove it mathematically. Actually, let me grab my whiteboard. This has been a long time coming anyway."
121,Beth,"Emergency, wounded deer coming in."
122,Vet,"Three. Excuse me, you can't be back here."
123,Beth,"I'm a certified horse surgeon, and this deer needs medical attention. Nurse, please move that snake."
124,Vet,"That's my nurse, and as a horse surgeon, I'm sure that you know that deer have much smaller, much more intricate organs-"
125,Beth,"As a vet, I'm sure you know a deer is closer to a horse than you are to a doctor, so let's save the measuring for when our dicks are out, it's time to save a life!"
126,Vet,Geez...
127,Beth,"That's odd, this deer's wounded. "
128,Jerry,"Uh, yeah, I was there, you don't have to rub it in."
129,Beth,I mean it's been shot. With a gun.
130,Hunter,My gun.
131,Vet,"May I help you, sir?"
132,Hunter,"No, but you can stop helping this deer. I shot it before these two hit it with their car and I followed them when they hauled it off. This deer belongs to me."
133,Beth, 
134,Vet,"Look, I don't know what the law says about this, but I took an oath that I would let no animal come to harm. Except when sterilizing, aborting or euthenizing them and also when eating them at almost any meal."
135,Hunter,I'm calling my lawyer. I hope for all our sakes you're as bad a surgeon as I am a hunter.
136,Beth,"In your dreams, bitch! Scalpel!"
137,All Ricks,"So in conclusion, you're both equally mercurial, overly sensitive, clingy hysterical bird brained homunculi. And I honestly can't tell the two of you half the time because I don't go by height or age, I go by amount of pain in my ass, which makes you both identical. Alright, everything resolved? Everybody nice and certain about their position in my world?"
138,All Mortys and All Summers,Yes.
139,All Ricks,"Alright, perfect. Sit still, *belch* arms down, I'm gonna do this again, this time, be like Grampa."
140,Morty 2,You mean drunk?
141,Rick 2,What's that? You got something to say?
142,Rick 1,And away we go!
143,Morty 2,No.
144,Rick 2,And away we go!
145,All Ricks,"Huh, that's weird. Oh, my God."
146,All Summers,What?
147,All Ricks,That son of a bitch is gonna kill me!
148,Rick 2,"Follicle unfeeling sociopath. Don't you get it? He thinks he can save his own skin by using the crystal to kill me. He probably figures it's easier to eliminate one of the possibilities rather than merge them. I have to admit, it's always in the back of my mind too. The difference is I would never do it! Until now..."
149,Rick 1,"Don't you get it? don't you get it? The other Rick isn't trying to merge us anymore. He thinks he can save his own skin by using the crystal to kill me. He probably figures it's easier to eliminate one of the possibilities rather than merge them. I have to admit, it's always in the back of my mind too. The difference is I would never do it! Until now..."
150,All Mortys,Rick what the hell are you doing?
151,All Ricks,Saving our lives. After he takes me out he's gonna be coming for you!
152,All Summers,Who?
153,All Ricks,Me!
154,Rick 2,You see that? Get down.
155,All Summers,Ahh!
156,All Mortys,Whoa whoa!
157,Rick 1,I told you he's a psycho!
158,Rick 2,He's lost it. The time fracture must have made him crazy!
159,Rick 1,I don't know what to do! I don't know what to do!
160,Summer 2 or 4 after splitting into 4 (not shown),Oh crap!
161,All Ricks,"Oh God, now there's three of them, we're outnumbered! Get in the cupboards! Wait, don't don't do that, they'll know... wait wait, think about getting in the cupboards but don't really. AAAAH! IS THIS WHAT YOU WANT YOU SICK FUCKS? YOU WANNA SEE CHILDREN DIE?"
162,Beth,"You son of a bitch, you don't stop living until I SAY SO!"
163,Lawyer,Michael.
164,Vet,Who's this now?
165,Hunter,My lawyer.
166,Lawyer,"I'm here to notify you ma'am, that in this county, any deer shot by a hunter is that hunter's property, regardless of how far it runs, or who intercepts it before it dies. It's called Brad's law. We can't make you stop the surgery, but at this point you're performing it on venison. "
167,Hunter,"Actually, I've decided not to eat it. All this fear and conflict. I'm sure it's ruined the meat. I'm just gonna use the head for my rec room wall."
168,Jerry,She normally works on horses.
169,Beth,"Jerry, if you're not gonna help, get the fuck out of here! I will reach into heaven and yank your screaming deer soul back!"
170,Vet,Jesus...
171,All Ricks,"Shh shh... I know where you are, you creepy old monster... I know how you think! Oh, is this where you think I'm going? You think I'm standing here? Well maybe you're right!"
172,All Summers,"Holy shit, now what?"
173,All Mortys,"Well if all of me knocked out all the Ricks, and you peed in all of your pants, doesn't that mean that we're all synchronized?"
174,All Summers,Right.
175,All Mortys,"Okay... so from now on, whatever we do we have to be certain."
176,All Summers,Right...
177,All Mortys,I think I'm certain we're F'd in the A.
178,All Ricks,"Oh God, my head. What did you guys do?"
179,All Mortys,"We put you in a dog crate because you were acting crazy, and you caused another time fracture. "
180,All Summers,You tried to kill yourself!
181,All Ricks,"Only in self defense, myself tried to kill me first! Guys, I don't expect you to understand this, but time breaking twice means our problem is two times bigger and we've got half as much time to solve it. Well actually, I do expect you to understand that, it's basic math. C-could someone just let me out of here? If I die in a cage I lose a bet. "
182,All Summers,Well is there some way you can prove you're not a threat to yourself and others anymore?
183,All Ricks,"Ah, for God's sake, alright here, give me the time crystal."
184,All Mortys,W-what're you doing?
185,All Ricks,"Calling myself. Here, listen, *belch* it'll probably go to voice mail since, you know, I'm calling myself."
186,All Rick phones,"Hello, Rick here."
187,All Ricks,"Don't fall for it, it's a bit."
188,All Rick phones,"Just kidding, haha! You just got Ricked. You've reached Rick's voicemail, you know what to do *beep*."
189,All Ricks,"Hey Rick, it's Rick. Listen, I'm sorry about earlier. No hard feelings. I know you know I mean it too. Take it easy. Whoa. Damn, look at this, I'm blown up. Three new voicemails. *voicemail repeats* Yeah yeah, I heard this one. *voicemail repeats two more times* You get the idea *belch* we're cool now."
190,All Summers,"Okay, well we're still not gonna let you out of this crate."
191,All Ricks,Fine I'll just do it myself.
192,All Mortys,If you could get out that whole time why didn't you?
193,All Ricks,"Because I waited until I was certain it was what I wanted to do, Morty. That's the difference between you and me. I'm certain, and you're a walking burlap sack filled with turds."
194,All Mortys,"You know, geez Rick, y—y—you're really tearing into me right now. You know, words hurt."
195,Morty 1,"Oh, my God!"
196,Morty 2,It's a monster!
197,Morty 3,"Oh, my God! It's a monster!"
198,Summer 1,It's a monster!
199,Summer 4,It's a monster!
200,Testicle Monster A,"Ey, ye ey, quit yellin' quit yellin'."
201,Summer 1,*Screams*
202,Summer 4,"Oh, my God..."
203,"Morty 2, 3 and 4",*Screams*
204,Testicle Monster A,"What the fuck?! Your time is all ripped up to hell! You broke your time, twice!"
205,All Ricks,*sigh*
206,Testicle Monster A,How did this happen?
207,Summers 2 &amp; 3,"Yeah, but we don't even know, the first time..."
208,Morty 1 &amp; 4,Who's that Brother Newman time elf?
209,Testicle Monster A,"Shut the fuck up! Oh, damn, I'm from the 4th dimension. I can hear all o' y'all. Now let's just see what we got here for a second."
210,All Ricks,*groan*
211,Testicle Monster A,"Ay, damn it, were you tryin' to use this to- oh, see, you broke time, and you thought you could just stick it back together with this? How you think you gonna move time while you're standin in it you dumn ass three-dimensional monkey ass dummies?"
212,All Mortys,"Oh way to go, Rick."
213,All Summers,"Yeah Grampa, way to go."
214,All Ricks,"Oh, what you're just gonna listen to this guy now? He's got a giant testicle for a head! He came here in a bubble. For all we know he could be the David Berkowitz of Nutsack Land."
215,Testicle Monster A,"Shut up. Here, put these on. They'll sync your possibilities up so I can bring you back to certain time. Y'all just-just negligent, now ay, ay, ay, the three of you, put your collars on!"
216,"Summer 1, 2 and 3",What are you talking about?
217,"Morty 1, 2 and 3",We have them on.
218,"Rick 1, 2 and 3","Uh, we did..."
219,Rick 4,We're not wearing collars.
220,Testicle Monster A,"Exactly, because you're being obstinate."
221,"Rick 1, 2 and 3",*belch* What?
222,"Morty 1, 2 and 3",We did!
223,"Summer 1, 2 and 3",They're on right now.
224,Rick 4,"Alright, fine. Summer, Morty, put 'em on."
225,Rick,"Yes, we're back, problem solved."
226,Summer,"Yes, we're back to our own time."
227,Morty,"Yes no more cats, no more cats, oh you did it, you fixed it."
228,Testicle Monster A,"Yeah, now keep those collars on so you don't break your weak ass time again."
229,Rick,How long exactly do we have to wear these things? They're really embarrassing.
230,Testicle Monster A,"Well since you're goin' to time prison, I'd say you can keep em on forever."
231,Summer,Time prison?
232,Testicle Monster A,"Yeah, well I don't know where you expect me to think you got that crystal over there, but the only way you dumb ass, assin' ass asses could ever have one, is if it was stolen."
233,Summer,You stole a time freezing crystal from testical monsters?
234,Rick,"I would have been happy to pay for it, Summer, but they don't exactly sell them at Costco. Besides, there's a larger lesson to be learned here. Get him!"
235,Testicle Monster A,Ututututut! You'd better keep back! Man this will turn your ass into a third trimester fetus from 30 yards.
236,Vet,Hmm...
237,Beth,Isn't there a kitten somewhere that needs a manicure?
238,Lawyer,"That's right Mrs. Smith, *whispers* give in to your anger. Neglect that deer."
239,Jerry,"Honey, it's gonna be okay. These men are from the Cervine Institute of Elk, Moose Deer and Stag. They can take this deer to a helicopter and fly it to the country's top deer surgeon on a wildlife reserve across the state border, where your jurisdiction ends."
240,Vet,I guess that's the end of that.
241,Lawyer,"There is just one more thing. According to this state's veterinarian statute, this animal can't be transferred until the current attending physician verbally confirms their inability to provide adequate care. You heard the man horse doctor, you have to say you couldn't hack it."
242,Jerry,We did it...
243,Testicle Monster A,"(On phone) Uh-huh, no motha- no, Earth, dude, I'm talking 'bout, yeah, with the dinosaurs. No, if you've get to the dolphin people, you've gone too far. Alright man, I'll talk to you later, okay. (hangs up) You know what they do with 3rd dimensional life forms in time prison? Same thing they do in every other prison, only forever."
244,Morty,Why are you doing this?
245,Testicle Monster A,"You think I wanna be an omniscient immortal being transcending time and space my whole life? I got ambitions man, bringin' you guys in is my ticket up."
246,Rick,What if I told you there's a huge ticket up right behind you?
247,Testicle Monster A,You really think I'm that stupid?
248,Rick,"Alright, hear me out on this. You're immortal, right, which means your life is infinite. Well in that case there's 100% chance that you'll eventually do everything, including turning around to look behind you."
249,Testicle Monster A,I cannot argue that.
250,Rick,"Ah, God, gross and weird!"
251,Testicle Monster A,Chris!
252,Testicle Monster A,You killed my gun!
253,Rick,"Summer, Morty, take off your collars!"
254,Testicle Monster A,What? What the hell are you doing?
255,Rick,Good question. I suppose the answer is
256,Testicle Monster A,"Oh, no, what are you doin'?"
257,Rick 1,I have no idea!
258,Rick 2,I'm not sure.
259,All Ricks (off sync),"Maybe I will, maybe I won't."
260,All Ricks (off sync),"I'm really uncertain about everything, even kicking your ass!"
261,Testicle Monster A,"Lis- ay, to, AH. But these arms are vestigial. Now you poked me where an eye would have been about six million years ago. "
262,All Summers (off sync),"Come on, let's help Grampa."
263,All Mortys (off sync),Yeah. I'm like a hundred percent not sure about anything.
264,"Summers 1, 2, 3, 8, 9, 10, 12, 17, 18, 20, 25, 28, 29, 31",Beat his ass!
265,"Summers 1, 3, 4, 5, 7, 8, 10, 11, 14, 16, 18, 19, 23, 25, 27, 28",Get him!
266,"Summers 2, 6, 9, 12, 13, 15, 17, 20, 21, 22, 24, 26, 29, 30, 31, 32",Beat him up!
267,(Zooms into only show one timeline,Timeline 23)
268,Morty 23,"Kick his ass, Rick!"
269,Rick 23,"Die, motherfucker!"
270,Testicle Monster A,"Ow, I'm defeated..."
271,Summer 23,What's happening? 
272,Rick 23,"Time is falling apart, we've got to get back to certainty, quick! Give me your collars!"
273,Morty 23,"Oh man, don't you have to fix, like, thirty of them? "
274,Rick 23,"Morty, I have to fix three of them, and then there's thirty-one other versions of me that have to also fix three for a total of 96. I'm not an idiot. I know how to be decisive, now hand me that (Phillips/Flathead) screwdriver. Actually, make it a (Phillips/Flathead)."
275,All Ricks (off sync),"Oh, shit."
276,Jerry,"Look, I know I was kind of a nuisance today. I know it's my fault we hit the deer, and I know you wanted to be the one to save it. "
277,Beth,Whatever. How petty would I have to be to care less about an animal's life than my own ego?
278,Jerry,Hmm... you'd have to be pretty petty. But you'd still be the woman I married.
279,Beth,Where are we going?
280,Jerry,One last stop.
281,Beth,Where's the helicopter?
282,Jerry,There is no helicopter and there is no Cervine Institute.
283,Beth,But the top deer surgeon...
284,Jerry,I'm looking at her. Thanks for F.D.'ing me up like that.
285,Cold Stone Employee,"You'd better get moving, these lights are designed for basic ice cream work, they're not gonna last all night."
286,Beth,I need five minutes.
287,Beth,"Jerry, this was the most romantic weekend I've ever had."
288,Jerry,Thanks to Cold Stone Creamery.
289,Cold Stone Employee,You're welcome.
290,(Presumably) All Ricks,"Okay, we're out of time. It's ironic, huh?"
291,Morty 30,Rick!
292,Rick 30,What's goin' on?
293,Morty 30,"The collar, oh, the latch is broken! It won't latch closed around my neck!"
294,(Presumably) All Mortys Except Morty 30,"What's wrong, how come our collars aren't green?"
295,(Presumably) All Ricks Except Rick 30,Obviously because someone doesn't know how to put his collar on and one of me is stuck trying to help him.
296,(Presumably) All Mortys Except Morty 30,"Don't blame this on me, you're the one that couldn't fix a latch!"
297,Rick 30,"What are you talking about, it's not broken, Morty, I fixed it, just put it on!"
298,Morty 30,"It won't close, it's broken!"
299,Rick 30,"Fine, bring it here."
300,Morty 30,"Ooh, ooh, Rick!"
301,(Presumably) All Ricks Except Rick 30,"Oh, really, Morty? Well I'm sorry, I'm not the one that's so fucking uncertain about everything!"
302,(Presumably) All Mortys Except Morty 30,"You know what I'm certain of, Rick? I've really made up my mind about this, I never wanna see you again!"
303,(Presumably) All Ricks Except Rick 30,You're never gonna see anything again you little dummy! You killed us!
304,Rick 30,Goddammit!
305,Morty 30,Ooh
306,Rick 30,Morty where's your collar I'll fix it
307,Morty 30,I dropped it
308,(Presumably) All Ricks Except Rick 30,"What the hell? What have you done to me, Morty?"
309,Rick 30,"I'm okay with this. Be good Morty. Be better than me. Holy shit, the other collar! I'm not okay with this! I am not okay with this! Oh, sweet Jesus please let me live. Oh, my God I—I've gotta fix this thing, please God in Heaven, please, God, oh Lord, hear my prayers. Yes! Fuck you God! Not today, bitch."
310,(Presumably) All Ricks Except Rick 30,"Please, God, if there's a Hell, please be merciful to me."
311,Rick 30,"Yes I did it! There is no God! In your face. One dot, motherfuckers!"
312,Morty,"Yes, oh, yes, yes!"
313,Summer,Woohoo! Whoo! Whoo!
314,Morty,"Oh, that was a close call. Oh yeah, do it Rick, do it right."
315,Rick,"You know what I'm talking about, oh yeah. I'm gonna do the cabbage patch, Morty. Check me out I'm doing the cabbage patch dance. It's a classic dance, remember, like this. Oh shit look at that."
316,Morty,Do the cabbage patch. Do—do—do the dance.
317,Summer,"Hey wait a second, how come you guys took longer to get here?"
318,Morty,I don't know. I think like one sixty-fourth of my collars didn't work. It's hard to keep straight now that I have sixty-three other memories of everything.
319,Rick,Yeah.
320,Morty,"But I feel like one of the sixty-four Ricks like, sacrificed himself for me, maybe, I think."
321,Rick,"Shut up, Morty. The last time you felt something, we all almost died. You little s—piece of shit."
322,Beth,"Hey guys, we're home."
323,Morty &amp; Summer,"Mom, Dad!"
324,Jerry,"Um, hold the phone, where did you guys get those necklaces from? Uh, Lady Gaga, table for three, am I right?"
325,Beth,*laughs*
326,Jerry,"Are you guys Power Rangers? But only on one small part of your necks? Hey, do those things need batteries? Were they included? Clean up in the fruit isle! Not in a homophobic way though, they're just fruity necklaces is all I was saying."
327,Beth, *laughing* I'm gonna pee my pants.
328,Morty,"Doesn't feel so good, does it?"
329,Rick,No it doesn't. It hurts.
330,Beth,I'm gonna pee-hee-hee.
331,Jerry,"Somebody call the planet of Tron, we have three Tron people over here. But seriously, are these Halloween costumes? Are you going as motorcycles? With green headlights instead of normal ones? Are you dogs? Robot dogs? Gosh, you guys are lame. Are those chokers from the 90's? What is this, a 90's nostalgia thing? Are you guys in that movie “The Craft” with Fairuza Balk?"
332,Testicle Monster A,"Hey man, when the hell were you?"
333,Testicle Monster B,"Looking for you, asshole."
334,Testicle Monster A,I told you past the dinosaurs.
335,Testicle Monster B,You know how much time is past the dinosaurs? Half of all time!
336,Testicle Monster A,"Come on, man, it's this way..."
337,Testicle Monster B,"Come on, give me that thing, speed it up, he can't be this far back."
338,Testicle Monster A,"There he is, there he is, there he is, there he is, stop, stop."
339,Testicle Monster B,"So that's the guy, huh?"
340,Testicle Monster A,"Yeah, that's him. Hey, man, remember me? [he and Monster B start beating up Einstein, knocking him to the ground] I got something for your ass! You don't mess with time! You don't fuck with time, motherfucker! [he and Monster B leave]"
341,Albert Einstein,I vill mess vith time!
342,Albert Einstein,I vill mess vith time...
