index,name,line
206,Rick,"As a matter of fact, Terry, there is something you could help us with."
207,Scary Terry,I always hated that song!
208,Scary Terry,"These halves don't belong together, bitch!"
209,Scary Terry,Sex is sacred!
210,Scary Terry (Turns into a bomb),"This is because you don't give Morty Smith good grades, bitch!"
211,Mr. Goldenfold,"Holy crap! God damn! I know one thing for sure I'm giving Morty an ""A"" in math, and that's my idea. That is an original thought."
212,Morty,What the hell? 
213,Rick,"Out of the frying pan dot, dot, dot, huh, Morty?"
214,Morty,"Oh, man, what's going on?"
215,Rick,"Well, it's possible that your dog became self-aware and made modifications on the cognition amplifier, then turned on Jerry, Beth, and Summer after learning about humanity's cruel subjugation of his species, but your guess is as good as mine, Morty."
216,Summer,I can't believe how mean snuffles got just because he's smart. This is why I choose to get C's.
217,Rick,"Psst, Beth, Jerry, Summer."
218,Beth,Dad! 
219,Jerry,Rick! 
220,Summer,"Oh, thank God, Morty. (Hugs Morty)"
221,Morty (Awkwardly),"Oh, you're welcome."
222,Rick,"All right, let's get out of here. If we hurry we can set up camp in a sewer tunnel or something before the dogs completely take over."
223,Jerry,"Whoa, whoa, whoa. We're not going anywhere. This is my house. I'm not abandoning it."
224,Rick,"It's all over, Jerry. The dogs are on a path to total world domination. But, hey, at least they know not to piss on your carpet, right?"
225,Jerry,Wait a minute. I have an idea. 
226,Jerry,"Gentlemen, a moment of your time. (Jerry pees on a pile of guns) See that? I'm peeing all over your special guns. That means I own them. (He is about to crap on them, but Snuffles grabs Jerry’s head and rubs his face in his puddle of pee)"
227,Snuffles,Bad person. Bad.
228,Rick,"Ooh, great plan, Jerry."
229,Snuffles,"Bring the boy to me. You were always kind to me, Morty. That's why I will leave you with your testicles. From now on, you will be my best friend and live by my side."
230,Morty,"Th-thanks, snuffles."
231,Snuffles,Begin phase two.
232,Reporter,Fighting continues as the dog army captures the eastern seaboard. It appears clear at this time that the era of human superiority has come to a bitter end. (Two dogs come into the news room with a muzzle)
233,Reporter,Please! Please don't kill me!
234,Dog 1,"What's she saying, Bill?"
235,Bill,"I think she's saying, ""I love lasagna."""
236,Morty,"Mmm. Thank you, Fido. "
237,Morty,Rick! I thought you were dead!
238,Rick,"No, no, no, I was just playing dead. Good news, though, Morty. This whole thing's gonna be over really soon."
239,Morty,What? 
240,Rick,"It's a dream, Morty. We're in your dog's dream. The night the dogs captured us, after you cried and crapped your pants, we all went to sleep. Then I used my dream inceptors to put the two of us inside snuffles' dream."
241,Morty,But I-it's been like a whole year!
242,Rick,"It's been six hours. Dreams move one one-hundredth the speed of reality, and dog time is one-seventh human time. So, you know, every day here is like a minute. It's like ""Inception,"" Morty, so if it's confusing and stupid, then so is everyone's favorite movie."
243,Morty,"Aw, man. I really liked this life. Well, at least I didn't really crap my pants."
244,Rick,"No, no, that happened before you went to sleep, Morty. You're sleeping in your crap right now. Out of all the things that happened to you, that was the only real thing that, you know, is that you crapped your pants. I mean, it's a mess out there. I got some on my hands, Morty, and then I got it on the dream inceptor, and a piece fell in my mouth."
245,Morty,"Aw, man, geez! Seriously?"
246,Rick,"Look, d-d-d-don't worry about it, Morty. Here, here take these, Morty. Take these. (Rick hands Morty some pills. Morty takes them and swallows them)"
247,Morty,"Are these pills supposed to wake me up, or something? "
248,Rick,Close. It's gonna make your kidneys shut down.
249,Morty,What?! 
250,Rick,"It's necessary for the plan, Morty. Don't even trip, dawg."
251,Dr. Dog,"It's pretty bad, emperor snowball. We're gonna need to do another operation."
252,Snuffles,Anything. Anything for my precious Morty.
253,Accountant Dog,"Sir, as your accountant, I must advise you that these medical expenses are putting you in serious financial jeopardy. You could lose your kingdom."
254,Snuffles,"To hell with my kingdom, bean counter. I would trade it all for my human's health and happiness."
255,Accountant Dog,Do you think they would have done this for us? 
256,Snuffles,We are not them! We are not them.
257,Snuffles,Assemble the troops. I've made a decision.
258,Snuffles,"Taking over the human's world will lead to nothing but more heartbreak, more cruelty. Instead, we will go to a new world and colonize it with a society of intelligent dogs, one that will not make the same mistakes as humanity and one where pet insurance will be mandatory."
259,Morty,"I'm gonna miss you, Snowball."
260,Snuffles,"You can call me Snuffles, Morty, and I'm going to miss you, too, very much."
261,Beth,Jerry?
262,Jerry,"I'm sorry. It's just like the end of ""Old Yeller."""
263,Beth,"Oh, Jerry. You mean because it had dogs in it."
264,Morty,"Wow! A whole world populated by intelligent dogs. I wonder what it'll be like, Rick."
265,Rick,"I think it will be great, Morty. You know it could be developed in-into a very satisfying project for people of all ages. I mean, I'd watch it, Morty, for at least 11 minutes a pop. You know, may-maybe they'll do it board-driven."
266,Morty,"You know, that's a real comforting idea, Rick."
267,Rick,"What do you know, Morty? What do you know?"
268,(After credits,Rick and Scary Terry are in Terry's dream in a classroom)
269,Scary Glenn,"Hi, guys. I'm your new teacher for scary class. My name is scary Mr. Johnson. Uh, actually, you know what? That's my dad's name, so why don't you just call me scary Glenn, yeah? So, anyway, I understand your previous teacher was having you work on fundamentals of fear. Which is what is that? You know? So, uh, here here's what I say you can't learn anything until you learn how to chill."
270,Rick,"Oooh! This is how you dream, bitch. (Terry and Rick are getting stoned)"
