index,name,line
79,Goldenfold (outside),I haven’t learned a thing!
80,Rick,[giving back microscope] Here. You can have this back.
81,Needful,You didn’t use it?
82,Rick,"Sure I did. To develop this. It detects and catalogues all your Twilight Zone Ray Bradbury Friday the 13th of series voodoo crap magic. I thought you might want it so you didn’t accidentally sell anybody, say, [scans] a typewriter that generates best-selling murder mysteries, then makes the murders happen in real life? Oooh."
83,Needful,Be quiet!
84,Rick,Don’t you want to make sure people know what they’re getting? You’re not intentionally selling [scans] beauty cream that makes ugly ladies pretty but also makes them blind?
85,Needful,I find this all quite preposterous!
86,Rick,"Oh, I say, good sir! Oh, harrumph, oh, oh, bobba-doppa-doopa-bo-bo. [scans animal fur scarf being tried on by customer] That’s beautiful, you know it’s going to be wearing you in three hours?"
87,Needful,Do I need to call the police?
88,Rick,"Here, you can use my phone. Don’t worry, it won’t make you deaf because I’m not a hack."
89,Summer,Hey! No! Ugh!
90,Rick,Think you’re so great?
91,Summer,Stop it!
92,Summer,"No! Stop! Hey, hey! Stop it right now!"
93,Summer,"Grandpa Rick, I like working here!"
94,Rick,You work for the devil!
95,Summer,So what?
96,Rick and Needful,"""So what""?!"
97,Summer,"Yes, so what if he’s the devil, Rick? At least the devil has a job. At least he’s active in the community. What do you do? You eat our food, and make gadgets. Buh bye."
98,Rick,Whoops.
99,Summer,"I’m sorry Mr. Needful, I’ll clean that up. I don’t know what I can do about the ghost lady that came out of it, but…"
100,Needful,"It’s fine. Summer, you know your grandfather’s right. This store curses people. That’s my business."
101,Summer,"Well, yeah, fast food gives people diabetes and clothing stores have sweatshops. Is there a company hiring teenagers that isn’t evil? This is my first job. You’ve been nice to me, Mr. Needful. You respect me."
102,Needful,"Please, call me the devil."
103,Summer,"I’d rather not, actually."
104,Needful,"Yes, perhaps not during business hours."
105,Jerry,"I told you, I want to file a declaration that Pluto is a planet! … Well, then my son’s going to fail his science class, and when that happens, I’m suing you first! [hangs up] I think I know what the A in NASA stands for."
106,Morty,"Dad, what’s your endgame?"
107,Jerry,"Ain’t no game, sucka."
108,Morty,Why don’t we just make the solar system with eight planets? It’s even easier!
109,Jerry,"Sure, sure, and why don’t we just burn Galileo at the stake for saying the sun is round? Science isn’t always easy, Morty!"
110,Jerry and Morty,"Whoa, whoa! Whoa!"
111,Jerry,What the hell?
112,Flippynips,"I’m King Flippynips, ruler of Pluto!"
113,Flippynips,We discovered you quite by accident during routine surveillance of your world. You really gave it to those guys at NASA!
114,Jerry,I was… you know… sometimes science is about conviction.
115,Flippynips,I’d like to introduce you to a few people that very much agree with you.
116,Jerry,Oh. I…
117,Flippynips,"Plutonians! Jerry Smith is a scientist from Earth where he’s creating a model of our solar system! Jerry, tell Pluto about your decision!"
118,Jerry,Pluto… is a planet.
119,Flippynips,"Pluto’s a fucking planet, bitch!"
120,Morty,"[to himself] Oh man, this is definitely gonna go to his head."
121,Needful,"If it’s athletic prowess you desire, principal Vagina, I might-"
122,Vagina,[taking ball] I’ll take it!
123,Needful,But I haven’t even-
124,Vagina,"Thank you very very much, great store, great place, bye."
125,Needful,"Huh. Okay. I must say, Summer, I thought your grandfather’s outburst would have disrupted business, but this is the best weekend I’ve had since Salem!"
126,Summer,Nice! Wholesome delight for lunch?
127,Needful,Is that the vegan place?
128,Summer,"Yeah, I love their soup."
129,Needful,I’m kind of souped out.
130,Needful,"Mrs. Tate, is it? What do you desire?"
131,Needful,"Whoa, whoa, slow down, honey!"
132,Tate,"Oh, is there a limit? Everything’s free, right?"
133,Summer,Let’s just say… you don’t pay with money. [laughing]
134,Needful,[laughing] That was perfect.
135,Tate,"You pay with the curses, right?"
136,Needful,"Um, I… well-"
137,Needful,But Mrs. Tate! Why do you want cursed items?
138,Tate,"Well, I’m going to get the curses removed. At curse purge plus. You know, the guy on TV?"
139,Needful,What?
140,Rick (TV),"Have you acquired creepy, specific old stuff from an antique or thrift store that gives you powers but fucks with you in unforeseeable ways? Bring it to Curse Purge Plus! I use science to uncurse the items for cash, and you get to keep the powers! This guy got mysterious sneakers to make him run faster! But guess what? He would have had to run until he died, making them worthless. I removed the curse, making them worth, like, I dunno, $8,000,000? See ya at the Olympics. This eerily intelligent doll was threatening to murder its family. Now it does their taxes."
141,Baby (TV),Everything’s deductible.
142,Rick (TV),"Don’t pay for cool stuff with your soul. Pay for it with money. You know, like how every other store in the world works? We’re located at First and Main in old town. Come on, come on down."
143,Needful,First… and…
144,Rick (TV),Wubba… lubba… dub dub!
145,Rick (Outside),Wubba lubba dub dub!
146,Rick (TV),"That’s right across the street from Needful Things, where you can get evil items for free!"
147,Needful,Diabolical son of a mother-
148,Hostess,"We’re back on Good Morning Pluto, and a very good morning it is for our guest, Earth scientist Jerry Smith, who is making headlines with his bold announcement that is, what Jerry?"
149,Jerry,Pluto is a planet.
150,Host,[laughing] How about that?
151,Hostess,Wow. I love it!
152,Scroopy Noopers,Morty Smith. I’m Scroopy Noopers. I’m a scientist. Can I show you something?
153,Morty,Uh… I’d better not.
154,Scroopy Noopers,[pulling out a gun] Right now.
155,Scroopy Noopers,"The centre of Pluto, Mr. Smith, is made up of a substance called plutonium. Mines like these suck Plutonium up to the cities, where corporations use it to power everything, from diamond cars to golden showers. And the more we remove, the more Pluto shrinks."
156,Scroopy Noopers,"There it goes again. Just shrank a little. But a few years ago, your scientists had noticed Pluto had gotten so small they couldn’t even call it a planet any more. Should have been our wake up call. But the rich plutonians won’t wake up. And they love your dad telling everyone Pluto’s a planet, because that means they can keep mining until Pluto goes from planet to asteroid to meteor, and finally, poof. [At the last word, he blows a handful of blue dust into the air]"
157,Morty,Um… A party?
158,Scroopy Noopers,Is everyone in your family an idiot?
159,Morty,For sure me and my dad are.
160,Scroopy Noopers,"[sigh] Well, all you have to do is get him to admit that, and you could save four billion lives."
161,Morty,"Uh, yeah, you know, the thing is… my dad’s really insecure."
162,Summer,"Hm, funny. Mr Needful, out of everything in the store you’ll never guess what we couldn’t get rid of!"
163,Summer,Ah! Oh my god!
164,Summer,Oh my god. (using monkey paw) I wish this desk was lighter!
165,Summer,(using monkey paw) I wish this knot was looser!
166,Summer,Come on! I don’t… Augh! Wait! What am I doing? (using monkey paw) I wish I knew CPR!
167,Summer,"One, two, three! One, two, three!"
168,Needful,"[coughing] Ugh, Jesus. What a waste of a monkey paw."
169,Summer,Mr. Needful! How could you even think of doing something so horrible?
170,Needful,"I’m the devil. What should I do when I fail, give myself an ice-cream?"
171,Summer,You haven’t failed.
172,Needful,"People like Rick are making me obsolete. I mean seriously, I may be the devil but your grandpa is the devil! I just want to go back to hell where everybody thinks I’m smart and funny."
173,Summer,"No! It’s not fair. Everyone in this town got something they wanted from you, even Rick! I was your only friend, and I get nothing?"
174,Needful,"Okay, I’ll give you one thing. Name it."
175,Summer,I wanna help you.
176,Needful,Clever twist.
177,Summer,"I learned from the best, you old fart. Now let’s go get you hydrated."
178,Rick,"Looks like we’ve got… haunted boxing gloves that will make you the heavyweight champion, in 1936 and then you’ll be trapped there winning the same fight for eternity. I can take out the eternity, and the padding, and then you’ll have some time travelling mittens."
179,Rick,"Oh, look, it’s Rosemary’s baby! How’s business?"
180,Summer,Here’s the last of our inventory. We’re going to file chapter 11 and do some restructuring.
181,Rick,"Sounds like code for ‘You win, Rick!’"
182,Summer,"That was important to you, wasn’t it?"
183,Rick,"Nope, it was important to your dumb devil friend. To me this was all just a bit like when Bugs Bunny fucks with the opera singer for twenty minutes."
184,Summer,He tried to kill himself.
185,Rick,Seriously? Holy crap. Holy crap.
186,Summer,"But you know what, grandpa Rick? He’s strong. And he’s never going to give up."
187,Rick,"Uh huh, yeah, I don’t care."
188,Summer,"Oh, I know. Everyone knows you don’t care."
189,Rick,So?
190,Summer,So… have fun not caring.
191,Rick,I always do.
192,Summer,Good.
193,Rick,"Yeah, it is good. It’s the best."
194,Summer,I’m sure it is. Bye.
195,Rick,Later!
196,Customer,I’m here to pick up my undead cat and child.
197,Rick,"Yeah, uh, gimmie a sec."
198,Employee,These are the forms for the employee health plan.
199,Rick,"Alright, yeah, uh, put ‘em on my… eh."
200,Rick,I just got bored. Everybody out.
201,Jerry,"Alright, just one more rally, then I promise, we’ll get back to your science project."
202,Morty,"Dad, Pluto isn’t a planet! It’s shrinking because of corporations!"
203,Jerry,"Yeah, that’s what that anti-planet nutjob Scroopy Noopers was screaming about outside the Ministry of Moneys fundraiser. Are you telling me four billion plutonians are wrong?"
204,Morty,You told me science wasn’t easy!
205,Jerry,"I said science isn’t always easy, obviously that means sometimes it is easy. Let’s not debase ourselves with word games, son."
206,Morty,"Dad, their whole planet is dying!"
207,Jerry,Hah! You called it a planet! Checkmate.
208,Jerry,"What’s up, Pluto?"
209,Plutonian woman,"Mr. Smith, please! Tell my friend here what you just told me, go on."
210,Jerry,"My Very Eager Mother Just Served Us Nine Pickles, and the pickles is Pluto."
211,Plutonian man,My god! The man’s a genius!
212,Morty,"Um, excuse me? [taps champagne glass with spoon]"
213,Jerry,"Morty, what?"
214,Morty,"Dad, what did you think about the recent report published by the Pluto Science Reader, linking plutoquakes, sinkholes and surface shrinkage to deep core plutonium drilling?"
215,Jerry,"...Well son, what did you think when you were five, and you pooped your pants, and you threw your poopy undies out your bedroom window because you thought it was like throwing something in the garbage?"
216,Plutonians,[laughing]
217,Jerry,"I mean, I’m trimming the hedges and these things are just hanging there, was I supposed to think the poop bunny left them?"
218,Morty,"Good one, dad."
219,Rick,"[looks into Morty’s room] Hey Morty, you wanna go on a- oh. [goes into kitchen] Hey Beth? Hello? [Goes into living room] Hey Jerry, you in here being stupid? [sighs]"
220,Rick,"Thanks. Hey, y’know, I was thinking I might watch a movie…"
221,Butter robot,I am not programmed for friendship.
222,Rick,Suit yourself.
223,Rick,Hey! [clears throat] Hey. What’s going on?
224,Morty,"Um… listen, can you help me do this stupid science fair project?"
225,Rick,Whatever.
226,Flippynips,"Jerry, you must be so excited! The Plutobell Prize is the highest honour a scientist can receive!"
227,Jerry,"I’m flattered, and humbled."
228,Flippynips,"Ooh, I like that. Use that in your speech. Also, talk about Pluto being a planet, people like that."
229,Policeman,Your highness! We’ve captured Scroopy Noopers!
230,Scroopy Noopers,You animals! Animals!
231,Flippynips,"Ooh, look whose little journey’s come to an end! Take him to Plutonimo Bay!"
232,Scroopy Noopers,"You can’t kill the truth, father!"
233,Jerry,What?
234,Flippynips,"I can see you’re confused. Plutonimo bay is a military prison, a sort of play on words-"
235,Jerry,"Did he call you father? Scroopy Noopers, the anti-planet nutjob is your son?"
236,Flippynips,"The young eat the old if you let them, Jerry. Pluto is a cold, cold celestial dwarf."
237,Jerry,It’s a what?
238,Flippynips,"Huh? Oh- planet! Hah! Hoh, Pluto is a cold cold planet! That’s what I meant. Knock ‘em dead out there, you. [sips champagne]"
239,Jerry,Pluto is…
240,Jerry,[sigh] Not a planet.
241,Crowd,Boo! [throws things]
242,Jerry,"Ow! It’s not a planet! Hey! It’s not a planet! I’m an idiot, and I love my son!"
243,Needful,"It’s been a long six hours, but we’ve overhauled Needful Things into the globally compliant, web 4.0 e-nomenon, n33dful.com! Spelled with 3s instead of Es."
244,Crowd,Woot! Yeah! Woot! Excited!
245,Needful,"Okay, that’s it! We just got bought by Google!"
246,Crowd,Yeah!
247,Summer,"Mmh! I’m so proud of you, Lucius. So… how much did we make?"
248,Needful,Haha. ‘We.’ [pushes Summer away] This is my business! Security!
249,Summer,Ah! You’re Zuckerberging me?
250,Needful,"I was Zuckerberging people before Zuckerberg’s balls dropped. I’m the devil, beeyotch! What what!"
251,Jerry,Hey!
252,Jerry,Hey Morty.
253,Morty,Oh! Hey dad! [closes laptop] Um… What are you doing back from Pluto so quick?
254,Jerry,"Ah, some people just can’t handle the truth. Especially dummies like me. Morty, I’m not as smart as your grandpa Rick, but I promise never to make that your problem again."
255,Morty,"Hey, dad? Nobody’s smarter than Rick. But nobody else is my dad. You’re a genius at that."
256,Jerry,"Wow… that’s humbling… and flattering, son. Thank you. What say we finish ourselves an 8-planet solar system?"
257,Morty,Um… I’m just going to take this thing in and… get an A. [Holds up butter robot]
258,Butter robot,Butter.
259,Jerry,But-
260,Morty,"You’re a genius at being my dad, dad. Quit while you’re ahead. And also, knock next time, you know? I mean, I’m sitting in here, I’m 14! I got a computer in here, you know!"
261,Jerry,Oh. I uh- I think I underst-
262,Morty,"You know you’re really playing with fire when you burst in here like that, man."
263,Jerry,I get it! Say no more.
264,Morty,"I mean, one of these days, you know, you’re gonna, you’re gonna end up seeing something-"
265,Jerry,I got it! Noted! Goodnight!
266,Rick,How’s your pretend grandpa doing AKA the devil?
267,Summer,He dumped me.
268,Rick,"Oof, sorry."
269,Summer,Did we learn a lesson here I’m not seeing?
270,Rick,"Hm, not sure."
271,Summer,"Maybe in a much bigger way, Mr. Needful gave us both what we really wanted? Because I was always jealous of you hanging out with Morty and you didn’t realise how much you valued my approval?"
272,Rick,"No, that’s dumb."
273,Summer,"Nah, not satisfying."
274,Rick,"I’ll tell you what though, if it’s satisfaction you’re after, I think I might have an idea. [whispers]"
275,Summer,[listening] Uh huh… uh huh… uh huh totally let’s do it!
276,Needful,And that’s how I took my storefront into the forefront of the upfront! Thank you Seattle!
277,Needful,Rick? Summer?
278,Rick,Stupid mother-
279,Summer,Stupid bitch!
280,Rick,Stupid motherfucker!
281,Summer,Get some!
282,Rick,How do you like that! Augh! How do you like that?
283,Needful,Ugh… Why?
284,Summer,(lifting Mr. Needful by the neck of his shirt) Because sometimes what you really need is for someone else to pay a horrible price.
285,Rick,We did it!
286,Summer,"Haha, yeah bro. Yeah! Haha!"
287,Rick,"Was totally worth it! We did it, hahaha! We just pulled it off!"
288,Summer,Yeah bro!
289,Rick,Hahaha!
290,Summer,Yeah.
