index,name,line
57,Roy’s wife,*takes his hand* You’re not going to.
58,Customer,"Hey, thanks for the carpet, Roy."
59,Voice,"*shouting from off screen* Hey Roy, you pull those Persian off-white shags for the clearance sale?"
60,Roy,Whoa. Sh-shit! Shit!
61,Morty,Whoa! What the hell?! Wha—Where am I?! What the hell?!
62,Rick,"Fifty-five years. Not bad, Morty. You kinda wasted your thirties though with"
63,Morty,*looks
64,Rick,"Morty. You were just playing a game. It’s called Roy. Snap out of it, come on. *hands him his tickets*"
65,Morty,"I’m Morty… You’re Rick… Hey, you sold a gun to a guy that kills people!"
66,Rick,Lookit
67,Morty,"Don’t dodge the issue, Rick! Selling a gun to a hitman is the same as pulling the trigger!"
68,Rick,"It’s also the same as doing nothing. If Krombopulos Michael wants someone dead, there’s not a lot anybody can do to stop him. That’s why he does it for a living? Now if you’ll excuse me, it’s time to thrash your Roy score. *puts on the helmet*"
69,Morty,"You could stop this killing from happening, Rick! You know, y-you did a bad thing selling that gun, but you could undo it if you wanted!"
70,Rick,"Uh-huh, yeah, that’s the difference between you and me, Morty. I never go back to the carpet store."
71,Alien,"*passing by, sees Rick playing Roy* Holy shit! This guy’s taking Roy off the grid! (Other alien patrons gasp and congregate around Rick.) This guy doesn’t have a social security number for Roy!"
72,Jerry,"Hi, I’m sorry, I think there was a misunderstanding. I’m an adult and would like to go home, please."
73,Jerry-Sitter,Well of course! Right through that tube. *points to a tube in the wall*
74,Jerry,*muttering to self* Unbelievable. *approaches the tube and starts climbing in*
75,Jerry-Sitter,You’re doing great!
76,Jerry,"*indignantly* I know how to crawl in a tube. *to himself, while crawling* Ugh… Come on… This is harder than it looks… (Suddenly the tube transitions into a slide.) Whoooooaaaa!"
77,Pink-shirt Jerry,Marco? (Jerrys laugh.) Marco?
78,Other Jerry,Come find me.
79,Pink-shirt Jerry,Marco? (Jerrys laugh again.)
80,Jerry,You guys are enjoying this? Don’t you feel a little… patronized?
81,Pink-shirt Jerry,How so?
82,Daycare Beth,Jerry!
83,Other Jerry,Beeeth.
84,Jerry,"Oh, come on, this is ridiculous!"
85,Daycare Beth,"I love you, Jerry!"
86,Jerry,Aw… Beth…
87,Daycare Beth,Who wants to come watch Midnight Run with director’s commentary on?
88,Jerrys,Oh! Yes! Definitely!
89,Daycare Beth,First one there gets to adjust the picture settings!
90,Jerry,The factory tint setting is always too high! *climbs out of the ballpit and hurries after “Beth” with the other Jerrys*
91,Other Jerry,Out of my way!
92,Another Jerry,The factory tint setting is always too high!
93,Michael,"Oh boy, here I go killin’ again!"
94,Ship,You have
95,Morty,"*dazed* All out of off-white Persians… *gets out of the ship and realizes he killed Krombopulos Michael* Oh man, wha-wh-wh-what have I done?! *picks up KM’s arm and the antimatter gun*"
96,Gromflomite,(pointing a gun at Morty) Drop the gun!
97,Morty,You don’t understand! This guy was gonna kill someone!
98,Gromflomite,I guess that makes two of us. *fires up his weapon*
99,Rick,"What are you doing Morty?! This is a Galactic Federation outpost! Look, I don’t have time to tell you my entire backstory, but Grandpa and government don’t get along!"
100,Fart,You saved my life!
101,Rick,What?
102,Morty,Huh?! Are you Krombopulos Michael’s target? W-Wwwwhat’s your name?
103,Fart,"My kind has no use for names. I communicate through what you call “Jessica’s feet.” No, “telepathy.”"
104,Rick,"Oh, good job, Morty. Y-Y-Y-You killed my best customer but you saved a mind-reading fart!"
105,Fart,"I like this name, ‘Fart.’ Morty, would you kindly release me by pulling that lever to the left of my cell? I am in great pain."
106,Rick,"Morty, don’t do it. (Morty walks toward the lever.) Morty… (Morty glances at Rick before pulling the lever. Alarms start to sound as Fart escapes his cell.) Morty, you idiot!"
107,Morty,"Oh crap, let’s get you outta here!"
108,Rick,"We can’t get him outta here. He’s gaseous. He’s not gonna make it through a portal, Morty."
109,Morty,"*stomps past Rick* Well then I guess we’re all getting in the car! Right, uh…"
110,Fart,Fart.
111,Morty,No! Jus-j-j-just get in the car!
112,Rick,"Morty, come on, I-I wanna go back to Blips and Chitz. I don’t wanna deal with this!"
113,Morty,"Y-You’ve been clear on the fact that you don’t wanna help, so just go away!"
114,Fart,More are coming.
115,Rick,Screw this. I’m out.
116,Morty,"Oooh…! Come on, come on!"
117,Gromflomite,Get out of the vehicle made of garbage or we will open fire!
118,Morty,*still trying to start the car* Oh no no no!
119,Gromflomite,Open fire!
120,Rick,Stupid-ass fart-saving carpet-store motherfucker! *shoves Morty out of the driver’s seat and takes the wheel* Move!
121,Rick,"Wait, did you fuck with my seat settings?"
122,Fart,More are coming.
123,Morty,Rick!
124,Rick,"Yeah, yeah. (He crashes the car into the Gromflomites before flying away from the outpost.)"
125,Gearhead,Your geldon convertor is pretty dinged up.
126,Rick,"That’s ‘cause my grandson drives like a male Obavradian. Yeah, I said it. Some stereotypes are based in fact."
127,Gearhead,"Actually, it’s because of years of neglect. You really need to respect your gears, Rick. To you, they’re just wheels with teeth, but in my culture, wars have been fought, entire—"
128,Rick,"*interrupts him* So I’ve heard. Just fix it. *to Morty* I don’t think the Gromflomites can track us now, but it looks like we’re gonna be here for awhile. *lowers voice* Or, ya know, if you still have that gun K. Michael dropped, we can finish the job and go home."
129,Fart,"You do understand I’m telepathic, right?"
130,Rick,I’m being polite.
131,Morty,"Rick, we’re taking him back where he belongs!"
132,Rick,"Yeah, where’s that? Are you going on a quest to find he who smelt it?"
133,Fart,"I came here accidentally through a wormhole located in what you call “get out of my head, Fart, I know you’re in here, la la la la—” No, in what you call the Promethean Nebula."
134,Rick,"Oh great, just a hop, skip, and an 800 lightyear jump!"
135,Morty,"You know, you can leave any time you want, Rick."
136,Rick,"*walks away, muttering* Whatever you wanna do you little punk-ass little bitch…"
137,Fart,"Thank you, Morty. You are not like other carbon-based life forms. You put the value of all life above your own."
138,Morty,That’s how things should be. It’s how they could be.
139,Fart,I could not agree more.
140,Fart,"(singing over a montage formed from Morty’s imagination) The world can be one together / Cosmos without hatred / Stars like diamonds in your eyes. / The ground can be space (space, space, space, space) / With feet marching toward a peaceful sky. / All the moonmen want things their way / But we make sure they see the sun. / Goodbye, moonmen / You say goodbye, moonmen. / Goodby—"
141,Rick,*holding a golf club* Shut the fuck up about moonmen! This isn’t a musical number. This
142,Random Jerry,"*opens email and laughs* Duck, duck, birdie? (All Jerrys open emails and laugh.) Very funny!"
143,Jerry,Here comes another funny…
144,Other Jerry,"Hahaha! Oh, this place is great."
145,Jerry,I almost wish I could stay longer than one day.
146,Other Jerry,*suddenly serious* You just might.
147,Jerry,W-What do you mean?
148,Other Jerry,"These are the Jerrys whose Ricks and Mortys never came back. (Forgotten Jerrys stand, sit, and lie around the room, generally looking despondent.) …They live here now."
149,Jerry,Uuuum…
150,Gear Anchor,No gear turnings as of yet in the curious case of these unidentified humanoid fugitives (An image of Rick and Morty in the car as Rick was adjusting the seat settings appears onscreen.) reportedly at large somewhere within the Gear System.
151,Rick,Son of a… *approaches Fart* Why were the Gromflomites holding you prisoner? What the fuck is so valuable about you?
152,Fart,"I am no more valuable than life itself. However, I am able to alter the composition of atoms, like this. (An electric fuzz seems to go through the gaseous cloud and a lump of gold materializes, dropping to the ground beneath him.) That was oxygen. I added seventy-one protons to it."
153,Rick,"*picks up the gold* Ah, terrific. The fart that pooped gold. No wonder every cop in the system is lookin’ for us! *pockets gold* Any species that gets a hold of this thing is gonna use it to take over the galaxy. Do you know how inconvenient that’s gonna be to my work?"
154,Rick,Somebody dropped the dime on us. Gearhead… *turns around*
155,Gearhead,"*pointing a gun at Rick* I’m sorry, Rick. The reward on your head is too high. And like you always say, you gotta look out for Number One."
156,Rick,"Number One is me, asshole! You’re supposed to be my friend!"
157,Gearhead,Friend? Do you even know my real name? It’s Revolio Clockberg Junior. I belong to an entire species of gear people. Calling me ‘Gearhead’ is like calling a Chinese person ‘Asia-face.’
158,Gearhead,"No, not twigs!"
159,Rick,"Two things I wanna make clear to everybody in this room. Never betray me, and it’s time to go."
160,Gear Policeman #1,Nobody move!
161,Gear Policeman #2,Oh my god.
162,Gear Policeman #1,Are those…?
163,Rick,"Hey Morty, remember when you said selling a gun was as bad as pulling the trigger? How do you feel about all these people getting killed because of your choices?"
164,Morty,I did
165,Rick,Tell
166,Morty,You did
167,Rick,Wrong! I’d
168,Jerry,*playing
169,Jerry,You
170,Jerry,But… If
171,Jerry,I’m
172,Rick,"Morty,"
173,Morty,"Whoa,"
174,Rick,Whoa!
175,Rick,"Geez,"
176,Morty,"Um,"
177,Rick,Shit.
178,Fart,"Morty,"
179,Fart,I wonder
180,Officer,Well…
181,Fart,Or does
182,Fart,The
183,Fart,"Goodbye,"
184,Fart,"Goodbye,"
185,Rick,Damn.
186,Morty,*not
187,Rick,I’ll let
188,Garblovian,Ga-ga
189,Jerry,Um…
190,Jerry,Um… Is
191,Garblovian,Agah
192,Jerry,Sorry!
193,Jerry,Hmm.
194,Garblovian,Agah
195,Jerry,I don’t…
196,Jerry,What do
197,Garblovian,*holds
198,Jerry,Oh!
199,Jerry,*wiping
200,Jerry,*single
201,Paul,"Oh-ho,"
202,Jerry,Uh… Who
203,Paul,"Oh,"
204,Jerry,…Geez…
205,Paul,"Don’t worry. I treat Beth very well, and I do not"
206,Jerry,"Oh. Uh,"
207,Fart,The
208,Rick,Fine.
209,Fart,Here it
210,Morty,I’m
211,Fart,I will
212,Fart,After I
213,Morty,Um…
214,Morty,*wipes
215,Fart,"Yes,"
216,Fart,Morty…
217,Rick,So did you
218,Rick,"Morty, I"
219,Morty,*panicking*
220,Rick,Too
221,Morty,"No, no,"
222,Rick,Th-there’s
223,Rick,Hey.
224,Rick,*glares
225,Jerry,"Mm, I"
226,Rick,Glad you’re
227,Jerry,I’d
228,Another Rick,*holding
229,Rick,"Uh, I’m"
230,Morty,What?!
231,Rick,Way to
232,Jerrys,Uh…
233,Announcer,Are
234,Rick,It’s the
