index,name,line
148,Jerry,*crying* Oh my god. Wait. You know what?! No! The milk people don't have
149,Mr. Marklevitz,*snaps fingers* Yes.
150,Jerry,Yeah! Wait. Really?
151,Mr. Marklevitz,*snaps fingers* Yes.
152,Jerry,"Yes! I mean, it may be derivative, but it's the most successful campaign to come out of this agency in a long time."
153,Mr. Marklevitz,*snaps fingers* Yes.
154,Jerry,"I-I’m not saying it should win an award for commercials, but it could certainly be nominated for an award for commercials specifically about apples, like an Appley or something."
155,Mr. Marklevitz,*snaps fingers* Yes.
156,Jerry,Is there really an award called the Appley for apple-related ad campaigns?
157,Mr. Marklevitz,*snaps fingers* Yes.
158,Jerry,Could we nominate me?
159,Mr. Marklevitz,*snaps fingers* Yes.
160,Jerry,Holy crap!
161,Rick,"Get in, Morty. I'm gonna be able to use these processors to make some real important science stuff. (Keypad beeps.) Huh. I thought I entered the code right. (Keypad beeps.)"
162,Prince Nebulon,"Well, what's this? W-what could this possibly be? Because it looks like you're inside a simulation…inside a simulation. You're still on the ship. Game-day bucket go boom!"
163,Cynthia,"Sir, the, uh, doctor's appointment to examine the discoloration on your butthole flaps was—"
164,Prince Nebulon,"Too loud, Cynthia. Too loud and too specific."
165,Rick,Uhh…
166,Prince Nebulon,"We've known how to make concentrated dark matter for a long time. But now we also know the code to your fabled safe, Rick Sanchez! All your most valuable secrets will now be ours!"
167,Rick,"Uh, yeah, until I get home before you and change"
168,Prince Nebulon,That is why you're never getting home.
169,Rick,RUN MORTY!
170,Morty,Oh my god!
171,Jerry,"I got to tell you, this morning, I didn't even"
172,Mailman,My man!
173,Jerry,"Yes. Thank you, sir. I am finally complete!"
174,Mailmen,My my my my man!
175,Jerry,Aah! What the hell?! (Appley award glitches out of existence.) No.
176,Rick,Jerry?!
177,Morty,Dad!
178,Rick,What are you doing here? W-why are you dressed like a waiter? Screw it. We don't have time. Come on. *starts dragging Jerry with them*
179,Jerry,*sobbing* No!
180,Rick,"Man up, Jerry! I may need you to work the lasers."
181,Morty,"Oh, man! They're hot on our tail, Rick!"
182,Rick,I guess they really do have concentrated dark matter.
183,Morty,"Well, you know how to make it, too, right, Rick?"
184,Rick,"Yeah. Yeah, yeah, yeah. Uh, check the engine room. We just need cesium, Plutonic quarks, and bottled water."
185,Morty,"Whoa! It's all here, Rick!"
186,Rick,"Wow, Morty. Lucky break. Grab that bucket. Okay, two parts Plutonic quarks, one part cesium."
187,Morty,Okay. Uh-huh. Alright.
188,Rick,"Now empty the water bottle into the bucket and pour it all into the fuel tank so we can get the hell out of here! What are you doing, Morty?! There's no time!"
189,Morty,*freezes up*
190,Rick,"Oh, no."
191,Jerry,What the…?
192,Rick,No!
193,Prince Nebulon,"*laughing* Oh my god, Rick. How dumb are you? You're inside a simulation of a simulation…inside another giant simulation! *laughs harder* W-we never had the recipe for concentrated dark matter. But we do now! We do now, sucka!"
194,Rick,You simulated my grandson's genitalia?! Y-y-you bunch of diabolical sons of bitches!
195,Zigerion 1,Kevin fought real hard to supervise that project.
196,Kevin,"You said you weren't gonna tell anyone! I'm never gonna live this down, am I?"
197,Rick,"All right. Okay. All right, great. Wonderful. You win. Can we go home now?"
198,Zigerion 1,I don't know. Can you?
199,Prince Nebulon,"Ha! *fist bumps* Nice. Okay, okay. Show this gullible turd to his shuttle. I'm done with him. Oh, wait. Let me get a picture. *snaps a selfie of himself with Rick* Aww. Look at his face. He's trying to figure out if He's in a simulation still. Are you, Rick? Are you? *laughs, walks away* You're not. *walks back* Or are you? (Rick and Jerry leave.) *shouts after them* Oh, a-and, by the way, I don't have discolored butthole flaps. That was part of the simulation."
200,Cynthia,"Oh. Uh, sir, should I cancel that appointment, then?"
201,Prince Nebulon,"*loudly* Yeah! Of course you should! *to Cynthia* No, keep it. Move it up, actually, if you can."
202,Rick,"Hey, Jerry, don't worry about it. So what if the most meaningful day of your"
203,Jerry,"You know what, Rick? Those guys took you for a ride, too. You should try having a little respect for the dummies of the universe, now that you're one of us."
204,Rick,"Maybe you're right, Jerry. Maybe you're right."
205,Prince Nebulon,"All right, everybody. Two parts Plutonic quarks… One part cesium…. A-and listen, I’m sorry for shouting earlier. I-I couldn't ask for a better staff. I love you guys, and I love all your families. *readies water bottle* And the final ingredient…"
206,Jerry,Whoa! What the hell?! W-what happened back there?
207,Rick,Why don't you ask the smartest people in the
208,Jerry,So… What do you think?
209,Mr. Marklevitz,You're fired.
210,Jerry,Wha--? But t-this idea was tested in a state-of-the-art simulation.
211,Mr. Marklevitz,"Well, then, it was a terrible simulation. Get out."
212,Mr. Marklevitz,"Man, how does a guy like that go home and have sex with his wife?"
213,Rick,"Hey, Morty."
214,Morty,What?
215,Rick,"Hey, little buddy. H-h-how you doing in here right now?"
216,Morty,"Aw, geez, Rick. What are you doing, man?"
217,Rick,"Y-y-you're a good kid, Morty. Y-you're a real l-little c-character, Morty."
218,Morty,"Oh, boy."
219,Rick,"You know, I had a really rocky road today, M-Morty. You're my little friend, aren't you? We had some good times together, huh, M-Morty? We You're a real true hero out in the field. You're a... You're a real trouper, huh, M-M-Morty?"
220,Morty,"Have you been drinking, Rick?"
221,Rick,"I really appreciate you, Morty."
222,Morty,"O-okay, cool. A-alright, Rick"
223,Rick,"*suddenly aggressive, holds a knife to Morty’s throat* You little son of a bitch! Y-y- are you a simulation?! Huh?! Are you a simulation?!"
224,Morty,No! No! No!
225,Rick,You little son of a bitch!
226,Morty,"*terrified, gasps*"
227,Rick,"I-I-I’m sorry, Morty. Y-you're a good… You're a good kid, Morty."
228,Morty,Geez!
229,Rick,Y-you're a good… You're a good kid. *passes out*
230,Morty,Oh my god!
231,Rick,*snores*
232,Morty,W-w-what the hell? What a life.
