index,name,line
106,Reverse Rick Outrage,I’d like to offer a rebuttal. *farts*
107,Rick Guilt Rick,"Gentlemen, gentlemen! I think we can all agree on one thing. *farts twice* Well, came out as two things, but you get the idea."
108,Candidate Morty,"You guys finished? (Continues his speech.) The division I see is between the Ricks and Mortys that like the Citadel divided, and the rest of us. I see it everywhere I go."
109,Candidate Morty,"I see it in our schools, where they teach Mortys we’re all the same because they’re threatened by what makes us unique."
110,Candidate Morty,"I see it in our streets, where they give guns to Mortys so we’re too busy fighting each other to fight real injustice."
111,Candidate Morty,"I see it in our factories, where Ricks work for a fraction of their boss’s salary, even though they’re identical and have the same IQ. The Citadel’s problem isn’t homeless Mortys or outraged Ricks. "
112,Candidate Morty,The Citadel’s problem is the Ricks and Mortys feeding on the Citadel’s debt. 
113,Rick J-22,"Holy shit. (As the alarm rings, he runs out of the office and enters the Flavor Core chamber.)"
114,Rick Worker,He's headed for the Flavor Core!
115,Candidate Morty,"But I’ve got a message for them, from the Ricks and Mortys keeping it alive. A message… from the Ricks and Mortys that believe in this Citadel to the Ricks and Mortys that don’t"
116,Campaign Manager Morty,Holy shit. (Candidate Morty walks backstage.) I don’t believe it! I-I can’t believe it!
117,Candidate Morty,I know. *puts a hand on his shoulder* That’s why you’re fired. *walks away*
118,Juggling Rick,"Sounds like you’re looking for work. I can offer you a very enticing compensation package. *sets down bag and unzips it, pulling out three juggling clubs* First, let’s talk benefits."
119,Simple Rick,*mumbling to self* Daddy loves you… That’s Daddy’s good girl.
120,Rick J-22,"*to Simple Rick* Your life is a lie, man. *to police* All your lives are lies! Don’t you get it?! They told us we were special because we were Ricks, but they stripped us of anything that made us unique!"
121,Negotiator Rick,"*through megaphone* We know how you feel. We’re working stiff Ricks just like you, but our assembly line is justice. What are your demands?"
122,Rick J-22,"*burp* I-I-I want a portal gun. Unregistered, untraceable, with enough fluid to take me off this goddamn prison!"
123,SWAT Team Rick,The media’s outside.
124,Negotiator Rick,"Well, keep ‘em there!"
125,Rick D716-C,"Anyway, so yeah, the suspect says the Citadel is a lie, built on lies, and some other shit. (Now sharing the screen with Rick D716 and Rick D716-B.) I say, appreciate the life you have, because it can always be worse. Back to you, Ricks."
126,Rick D716,"Thank you, Rick 716-C. *mumbling to D716-B* That fuckin’ guy."
127,Rick D716-B,Tell me about it.
128,Rick D716,"Ahem. Meanwhile, in election news, an unexpected turn of events as Morty from the Morty Party soars to the top of the polls."
129,Candidate Morty,Yes?
130,Reporter Rick,Morty! What’s your original reality and where’s your Rick?
131,Candidate Morty,Gosh. We moved around so much it’s hard to remember. I see every Rick as my Rick.
132,Candidate Morty,I hope they see me as their Morty.
133,Campaign Manager Morty,"*holding glass* Another, please, with less water."
134,Bartender Morty,"*fixing a new drink* Hey, cheer up, pal! A Morty’s gonna be president. *gestures to TV* Imagine this kisser gettin’ blamed for everything!"
135,Campaign Manager Morty,I guess I shoulda had more faith.
136,Investigator Rick,It’s not faith you need. It’s fear.
137,Campaign Manager Morty,What’s this?
138,Investigator Rick,*drains his glass* It’s secrets. Wh-wh-what do you think it is? *Gets up and walks away* Look at how I’m dressed.
139,Rick Reporter (on TV),"Taking on the system like this, are you afraid at all for your safety?"
140,Candidate Morty (on TV),"I’d rather live in hope than fear. (Campaign Manager Morty looks shocked at the documents, then looks up at the TV.) If I had to fear anything, I’d fear other people being afraid. Of fear. Itself."
141,Candidate Morty (on TV),"But no, I’m not afraid."
142,Mortytown Loco,"Hey Rick, man, when there’s a Morty president, you gonna lick my balls or what?"
143,Bootleg Rick,"Shit, grandson, you keep me peelin’ squap-squams and slippin’ nib-nibs I’ll lick whatever ain’t nailed down."
144,Cop Rick,Hands in the air!
145,Mortytown Loco,"What the hell, man? What the hell in hell?"
146,Cop Morty,You guys doin’ a little chemistry homework with Grandpa?
147,Cop Rick,Is this what I think it is?
148,Cop Morty,Bootleg portal fluid.
149,Cop Morty,Guess his math was off. Search the place.
150,Psychopath Morty,A-Are you… m-my new… Rick?
151,Cop Rick,"It’s okay, Morty."
152,Cop Morty,Jesus!
153,Cop Rick,"He stabbed me! He got me bad, Morty."
154,Cop Morty,"*approaches Rick and kneels down beside him* Shh, it’s okay, you’re okay."
155,Cop Rick,You were right… *cough* Everything I learned in the academy was--
156,Cop Morty,It doesn’t matter. *helps Rick to his feet* Nothing’s wrong with putting your faith in a Morty. You just gotta pick the right one.
157,Cop Rick,Why is there a crib in here?
158,Cop Morty,Just somethin’ they do to make you feel bad.
159,Cop Rick,"Boy, I got us knee-deep in paperwork, huh?"
160,Cop Morty,Go to the car and grab a MediPack. Lemme worry about this.
161,Cop Rick,What happened?
162,Cop Morty,Same old story. Mortys killing Mortys.
163,Fat Morty,I bet the Wishing Portal&nbsp;leads to a reality where there... where all... where&nbsp;it's a bunch of French toast with boobies.
164,Lizard Morty,I bet it leads to a place where a bunch of fri-- flies everywhere! *Slick feels peevish*
165,Slick,"Yeah, I bet it goes nowhere. I bet it's a big hole where the Citadel dumps all its broken dreams."
166,Fat Morty,"Slick, why do ya have to be so dramatic?&nbsp;"
167,Glasses Morty,"Slick, that implant isn't who you are, okay? You also roll up your sleeves. *they hug each other*"
168,Candidate Morty,"That doesn't sound like Rick work. You didn't come to the Citadel to be a plumber, did you?"
169,Father Rick,"Mr. Morty, Mr. Morty! *gives his baby Rick to him* I cloned myself so you can kiss me as a baby!"
170,Builder Hat Morty,"You look like you could use a good time! One dance for 10, two for 25!"
171,Cop Rick,"No thank you, and bad math. *see Bearded Morty enjoying Jeans Shorts Morty dancing*"
172,Bearded Morty,"Ha-ha, yeah! This is a good time!"
173,Cop Rick,What is the place?
174,Cop Morty,"""The Creepy Morty"". What is it your kind's always saying? ""Don't think about it."" Come on. There's someone important I want you to meet."
175,Big Morty,"Ah, Bubblah! How'd it go with the Mortytown Locos?"
176,Cop Morty,They had a little accident. They won't be causing any trouble anymore.
177,Big Morty,"Those were bad Mortys. Very bad Mortys. *snaps his finger, Morty Bouncer 2 gives an envelope to Cop Morty*"
178,Cop Morty,"Big Morty likes to contribute to keeping the peace in Mortytown. *takes out a wad of dollar bills* Think of him as a drug lord, and us his cops on his payroll. *throws bills to Cop Rick* "
179,Cop Rick,Morty...
180,Morty Bouncers/Cop Morty,*all said at once* Which Morty?
181,Cop Rick,"M-m-my partner. Morty, you're right. Mortytown is bad, but that doesn't mean that we have to be. *Cop Morty is shocked* "
182,Big Morty,"Hey, what's goin' on here, Morty?"
183,Morty Bouncers,*both said at once* Which Morty?
184,Big Morty,"The cop, morons."
185,Cop Morty,"*nervously* Don't worry about Rick, Big Morty. He's new. He doesn't understand how it works."
186,Big Morty,That's what you said about your last partner. *Cop Rick feels suspicious about this*
187,Cop Morty,"Wh-why would you say something like that, Big Morty? You're fucking things up for both of us here!"
188,Big Morty,Wrong. He's fucking things up for both of you. Unless he takes the money. *both Morty Bouncers and Cop Morty stare at Cop Rick sceptically for a beat; Cop Rick turns to Big Morty*
189,Cop Rick,"Big Morty, you're under arrest. *both Morty Bouncers take out their laser pistols*"
190,Cop Morty,S-smartest man in the universe.
191,Cowboy Morty,*drops his cowboy pistols* They're just props! Th-they're just props!
192,Cop Morty,"Not so big now, are ya?"
193,Big Morty,I never was! It was figurative! *Cop Rick aims at Cop Morty*
194,Cop Rick,That's enough!
195,Cop Morty,"If we don't kill him, he'll talk!"
196,Cop Rick,"If you do, I'll talk. *Cowboy Morty talks out to the group by the strip pole*"
197,Cowboy Morty,One thing's for sure
198,Cop Rick,"You told me to put my faith in the right Morty. I got faith in you, partner. Do the right thing. *Cop Morty pauses for a beat, starts crying tears down his face*"
199,Cop Morty,"Oh, Grandpa Rick! I don't wanna be on the Citadel anymore! I want to be a regular kid! I want to go to school and throw balls around and masturbate!"
200,Cop Rick 2,The hell happened in there?
201,Cop Rick,Same old story. Ricks killing Mortys.
202,Negotiator Rick,"Okay, man, okay! We got your portal gun."
203,Negotiator Rick,The hell's he doing? *Rick J-22 first removes the pink tube connecting behind the headgear and throws the headgear off of Simple Rick; he wakes up immediately*
204,Simple Rick,Wh-where am I? 
205,Rick J-22,"A bad place, but you're going to a better one soon."
206,SWAT Team Rick 1,*bangs other side of window* Hey! Hey! *Rick J-22 fires a portal next to Simple Rick*
207,Negotiator Rick,"No, no, no, no--!! *Rick J-22 pushes Simple Rick into the portal and is instantly blended with a geyser of blood* Goddammit!!"
208,Rick J-22,A portal to the Blender Dimension?! That's the oldest trick in the book! I'm a Rick! I'm more Rick than any of you!!
209,Negotiator Rick,Then you should know you just killed your only leverage!
210,Rick J-22,"Then come and get me, motherfuckers!! "
211,Purple Suit Rick,"Stop! *he wears a purple suit with green under shirt and green tie, purple top hat, and carries a gold cane* I'm Rick D. Sanchez III, owner of this here wafer establishment, and I say that the Rick in there is right! He's more Rick than any of you."
212,SWAT Team Rick 2,He's a terrorist!
213,Rick D. Sanchez III,"What Rick isn't? *walks into the chamber to greet Rick J-22* The Citadel was founded by Ricks for Ricks to be free. *taps Rick J-22's head with his cane* What's your name, young man?"
214,Rick J-22,Rick. And I'm--
215,Rick D. Sanchez III,"Same age as me, I know. How long have worked here?"
216,Rick J-22,Fifteen years.
217,Rick D. Sanchez III,"What the hell have we become? *turns to the SWAT Team Ricks* Whatever time you were going to make him serve, he served it. It ends now! *walks up to Rick J-22* Come with me, friend."
218,Rick J-22,Where are we going?
219,Rick D. Sanchez III,"To your new life, which starts with walking the fuck out of here. "
220,Rick Worker,"Yo, J-22! Give 'em hell! "
221,Narrator,"There's a Rick who held a factory hostage after murdering his boss and several co-workers. The factory made cookies, flavored him with lies."
222,Narrator,"He made us all take a look at what we were doing, and at the bargain he got a taste of real freedom."
223,Narrator,"We captured that taste, and we keep giving it to him so he can give it right back to you, in every bite of new Simple Rick Freedom Wafer Selects. *shows wafer displayed on screen* Come home to the unique flavor of shattering the grand illusion. Come home to Simple Rick. "
224,Fat Morty,It is real! *Slick breaks the lock with a lead pipe and the gates open*
225,Slick,After you. *the four Mortys walk through the gate. Slick drops his pipe along the way*
226,Fat Morty,"There it is... the Wishing Portal. They say for your wish to come true, y-you have to give up something really important. *takes a food machine out of his bag* For me, that's my panini maker. I wish for a million sandwiches! *drops his panini maker down the portal. He turns back to Lizard Morty* And yes, I see the irony."
227,Lizard Morty,I guess I wish I had something cooler than this dumbass surfer necklace. *throws necklace into portal; Glasses takes out a candy bar*
228,Glasses Morty,"I wish incest porn h-had a more mainstream appeal, f-for a friend of mine. *Slick takes a step forward, feeling withdrawn*"
229,Slick,"None of those things are gonna happen, y'know. Morty wishes never come true. Not on the Citadel."
230,Lizard Morty,Then why did you bring us here?
231,Slick,Because I wish that would change. I wish anything about this life would change. 
232,Glasses Morty,"Well, I hope you're putting something pretty goddamn important in there."
233,Slick,"Me, too. But I doubt it. *throws himself into the portal; Glasses and Lizard scream in shock*"
234,Glasses Morty,NOOOOOOOO!!!!
235,Lizard Morty,SLI-I-I-I-I-I-I-ICK!!!!
236,Glasses Morty,Maybe... Maybe he went somewhere nice. 
237,Rick PA Announcer,"*via speaker* ""Garbage dump. Stand *burp* back."" *the three large pipes dump several amounts of garbage into the portal*"
238,Campaign Manager Morty,*gets himself up* He gotta be stopped... *wipes bloodstain off his face* He-he cou-couldn't be allowed to win.
239,Bodyguard Rick 1,"Then you should've *burp* worked on your aim, bro."
240,Campaign Manager Morty,"He's alive?! No, no, no! You gotta listen to me! *shows his campaign badge* I-I worked for him! I was his campaign manager! That Morty is not what he seems."
241,Bodyguard Rick 2,"Yeah, well, no Morty seems like a president."
242,Campaign Manager Morty,He... won?
243,Bodyguard Rick 2,Yeah. *the airlock door closes; Campaign Manager Morty immediately brings out the documents and cries out to the Bodyguard Ricks but to no avail*
244,Bodyguard Rick 1,It was a blowout. *pushes button on airlock panel and Campaign Manager Morty is instantly sucked out into space along with the dossier and its contents*
245,Bodyguard Rick 2,"We hardly call it a blowout, it was almost close enough to trigger a recount."
246,Bodyguard Rick 1,"Jesus, what are you, joke security now, too?"
247,Cop Rick,Why am I still here? I already confessed to everything.
248,Officer Rick 1,"Your case has been reviewed. *presses button, unlocks Cop Rick's handcuffs* You're free to go."
249,Cop Rick,But... I violated at least a dozen departmental codes!
250,Officer Rick 1,New department. New codes. *leaves room*
251,Officer Rick 2,New Citadel. *leaves with Officer Rick 1*
252,Glasses Morty,Did we miss graduation? Where are the new Ricks?
253,Teacher Rick,No graduation. No new Ricks. The school's curriculum is changing.
254,Glasses Morty,To what?
255,Teacher Rick,"I don't know, and I don't have to know. I've been fired. *takes out a flask, unscrews top and walks off* Good luck, turds."
256,Lizard Morty,Holy crap... Slick's wish came true. *sees Glasses and Fat Morty smiling*
257,Rick D. Sanchez III,"Sorry I'm late, Mr. President. Had a little crisis at work."
258,Steve Jobs Rick,Worth it! *eats Simple Rick wafer cookie; see President Morty having a haircut with Barber Rick*
259,President Morty,"It's no problem. *to Barber Rick* Uh, a little more off the top. *continues* You were saying, Garment District Rick?"
260,Garment District Rick,"We were saying, *air-quotes* ""President Morty,"" that we don't care who sits in that seat. A Rick, a Morty, a goddam Jerry, doesn't matter. We've been running the Citadel since before the Council, and you'll find that we're still running it now. *President Morty turns over holding a mirror*"
261,President Morty,Does he really speak for everyone here?
262,Other Ricks,"Yeah, yeah. *President Morty turns back again holding up the mirror*"
263,President Morty,"Well, I think it's important to be clear. Raise your hand if he speaks for you."
264,Barber Rick,*keeping his cool* Is that... enough off the top? *three more Officer Ricks enter*
265,President Morty,I don't know. *turns over the two remaining Ricks* Is it?
266,Steve Jobs Rick,"*begging* Yes, yes, yes! Goddamn yes!"
267,Good-Looking Rick,"*begging* Yes, it's great!"
268,President Morty,Good. 
269,President Morty,"This seems like a good time for a drink, and a cold, calculated speech with sinister overtones. A speech about politics, about order, brotherhood, power..."
270,President Morty,But speeches are for campaigning. *looks into his glass of brandy and gives a sinister expression* Now... is the time for action.
271,Rick,"Whoa!! Hahaha, yeah! Atlantis, baby!"
272,Morty,That was amazing! *both take off their snorkels and flippers*
273,Rick,Got some of that mermaid puss!
274,Morty,"I'm really hoping it wasn't a one-off thing and I can see her again. By the way, hey, um... still not curious about what might've happened at that crazy Citadel place?"
275,Rick,"*takes seaweed off his pants* Pssh! Not at all, Morty. That place will never have any bearing over our lives ever again. Unlike that mermaid puss! Yeah!! We're going back for seconds! We're gonna do that shit every week, man! That was Atlantis! "
276,Morty,"*as Rick continues celebrating* Whoo! Yeah! Yeaah! Ohhh, shit!"
